interaction_type,AC,poll_question,user_id,where,who,gender,poll_option_orig,poll_option_recoded_close_to_original,poll_option_recoded_lower_resolution,poll_option_interpretation_recoding,impacts_on_item_of_column_I,system,WP2,WP3,WP4,WP5,WP6,nr_WPs,duplicated_in_col-J_poll_option_recoded_lower_resolution,,Row_number,Row_static
cloud,PELAC,Which social items would you like advice on?,905d71b10d8284d0f9884ae707856c2de4fec2b7,North_Sea/Mediterranean,manager,Man,public perception of fishing industry,public perception of fishing industry,,,,social,1,0,0,0,1,2,,,410,410
cloud,PELAC,Which items would you like to know the impact of?,95e7c067dd21e6402caf98eeddc75b524bbdb929,North_Sea/Western_waters,scientist,Man,Brexit,Brexit,competition for space,,,social,1,0,0,0,1,2,,,411,411
cloud,PELAC,Which items would you like to know the impact of?,95e7c067dd21e6402caf98eeddc75b524bbdb929,North_Sea/Western_waters,scientist,Man,Windfarms,windfarms,,,,social,0,0,0,1,1,2,,,412,412
cloud,PELAC,Which items would you like to know the impact of?,95e7c067dd21e6402caf98eeddc75b524bbdb929,North_Sea/Western_waters,scientist,Man,Marine Strategy Framework,MSFD,,,,social,1,0,0,0,1,2,,,413,413
cloud,PELAC,Which items would you like to know the impact of?,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Brexit,Brexit,competition for space,,,social,1,0,0,0,1,2,,,414,414
cloud,PELAC,Which items would you like to know the impact of?,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Underwater noise,noise,,,,social,1,0,0,0,1,2,,,415,415
cloud,PELAC,Which items would you like to know the impact of?,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,Marine_Litter,litter,,,,ecological,0,0,1,0,1,2,,,416,416
cloud,PELAC,Which items would you like to know the impact of?,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,Carbon_Sinks,carbon storage,carbon storage,,,social,1,0,0,0,1,2,,,417,417
cloud,PELAC,Which items would you like to know the impact of?,a27807f7cf766d11c5ce08862841bd10aa7f5bfa,Western_waters,industry,Woman,MPAs,MPAs,,,,social,1,0,0,1,1,3,,,418,418
cloud,PELAC,Which items would you like to know the impact of?,a27807f7cf766d11c5ce08862841bd10aa7f5bfa,Western_waters,industry,Woman,Brexit,Brexit,competition for space,,,social,1,0,0,0,1,2,,,419,419
cloud,PELAC,Which items would you like to know the impact of?,905d71b10d8284d0f9884ae707856c2de4fec2b7,North_Sea/Mediterranean,manager,Man,Dredging,dredging,other sectors,,,social,0,0,0,1,1,2,,,420,420
cloud,PELAC,Which items would you like to know the impact of?,905d71b10d8284d0f9884ae707856c2de4fec2b7,North_Sea/Mediterranean,manager,Man,windfarm (double entry),,,,,,0,0,0,0,1,1,,,421,421
cloud,PELAC,Which items would you like to know the impact of?,905d71b10d8284d0f9884ae707856c2de4fec2b7,North_Sea/Mediterranean,manager,Man,Windfarms,windfarms,,,,social,0,0,0,1,1,2,,,422,422
cloud,PELAC,Which commercial stocks or species would you like advice on?,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Widely distributed stocks ,widely distributed stocks ,,,,ecological,0,1,0,0,1,2,,,423,423
cloud,PELAC,Which commercial stocks or species would you like advice on?,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Stocks under remit PelAC,commercial fish/shellfish,commercial fish/shellfish,,,ecological,0,1,0,1,1,3,,,424,424
cloud,PELAC,Which commercial stocks or species would you like advice on?,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Herring stocks ,herring ,,,,ecological,0,1,0,0,1,2,,,425,425
cloud,PELAC,Which commercial stocks or species would you like advice on?,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Horse mackerel,horse mackerel,,,,ecological,0,1,0,0,1,2,,,426,426
cloud,PELAC,Which commercial stocks or species would you like advice on?,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,chub mackerel,chub mackerel,commercial fish/shellfish,,,ecological,0,1,0,0,1,2,,,427,427
cloud,PELAC,Which commercial stocks or species would you like advice on?,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,hake,hake,,,,ecological,0,1,0,0,1,2,,,428,428
cloud,PELAC,Which commercial stocks or species would you like advice on?,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,saithe,saithe,,,,ecological,0,1,0,0,1,2,,,429,429
cloud,PELAC,Which commercial stocks or species would you like advice on?,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,new species,new species,,,,ecological,0,1,0,0,1,2,,,430,430
cloud,PELAC,Which commercial stocks or species would you like advice on?,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,sardine,sardine,,,,ecological,0,1,0,0,1,2,,,431,431
cloud,PELAC,Which commercial stocks or species would you like advice on?,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,anchovy,anchovy,commercial fish/shellfish,,,ecological,0,1,0,0,1,2,,,432,432
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Herring spawning grounds,herring,,,,ecological,0,1,0,0,1,2,,,433,433
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Herring spawning grounds,spawning areas,,,,ecological,0,1,0,1,1,3,,,434,434
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Marine mammals,marine mammals,,,,ecological,0,0,1,0,1,2,,,435,435
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Sea turtles,turtles,,,,ecological,0,0,1,0,1,2,,,436,436
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,sensitive species,sensitive species,,,,ecological,0,0,1,0,1,2,,,437,437
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,sharks,sharks,,,,ecological,0,0,1,0,1,2,,,438,438
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,seabirds,seabirds,,,,ecological,0,0,1,0,1,2,,,439,439
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,a27807f7cf766d11c5ce08862841bd10aa7f5bfa,Western_waters,industry,Woman,Mezo-pelagics,meso-pelagics,,,,ecological,0,1,0,0,1,2,,,440,440
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,dolphins,dolphins,PETs,,,ecological,0,0,1,0,1,2,,,441,441
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,seals,seals,,,,ecological,0,0,1,0,1,2,,,442,442
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,sharks,sharks,,,,ecological,0,0,1,0,1,2,,,443,443
cloud,PELAC,Which non-commercial species and habitats would you like know the effect of fishing on? ,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,seabirds,seabirds,,,,ecological,0,0,1,0,1,2,,,444,444
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Bycatch reduction measures,bycatch reduction measures,management measure,,,fisheries,1,0,0,1,1,3,,,445,445
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,a25759372c3dbbc30c54dc97b7f3fe1e087b5a72,North_Sea,other,Woman,Temporal closures ,temporal closures ,,,,social,1,0,0,0,1,2,,,446,446
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,Spatial,spatial,,,,ecological,0,0,0,1,1,2,,,447,447
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,temporal,temporal,,,,,0,0,0,0,1,1,,,448,448
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,MCRS,MCRS,,,,fisheries,1,0,0,0,1,2,,,449,449
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,9283e3edb1da8e9d7ba1bf449d6059af6d86cbb0,North_Sea/Western_waters,NGO,Woman,gear restrictions,gear restrictions,,,,fisheries,1,0,0,0,1,2,,,450,450
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,a27807f7cf766d11c5ce08862841bd10aa7f5bfa,Western_waters,industry,Woman,Landing obligation,Landing obligation,,,,social,1,0,0,0,1,2,,,451,451
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,TACs,TAC,,,,social,1,0,0,0,1,2,,,452,452
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,NOT species composition rules,NOT species composition rules,,,,social,1,0,0,0,1,2,,,453,453
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,NOT minimim mesh size,NOT minimum mesh size,,,,fisheries,1,0,0,0,1,2,,,454,454
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,Landing obligation,Landing obligation,,,,social,1,0,0,0,1,2,,,455,455
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,bycatch mitigation tools,bycatch reduction measures,management measure,,,fisheries,1,0,0,1,1,3,,,456,456
cloud,PELAC,Which fisheries management measures do you think are relevant in your area?,7ed1bd0eb8abfab9e539f8a8c3f411945e23fd7d,North_Sea,,,NOT MCRS,NOT MCRS,,,,social,1,0,0,0,1,2,,,457,457
cloud,NWWAC,Which social items would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man, business resilience,economically viable fishing industry,economics,economically viable fishing industry,NA,social,1,0,0,0,1,2,economically viable fishing industry,0,458,458
cloud,NWWAC,Which social items would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man, business resilience,economically viable fishing industry,economics,economically viable fishing industry,NA,social,1,0,0,0,1,2,economically viable fishing industry,0,459,459
cloud,NWWAC,Which social items would you like advice on?,85006db45b08b5b3485ffc4d51c670bc825b76a7,NA,NA,NA,Economic viability of fishing industry,economically viable fishing industry,economics,economically viable fishing industry,NA,social,1,0,0,0,1,2,economically viable fishing industry,0,460,460
cloud,NWWAC,Which social items would you like advice on?,85006db45b08b5b3485ffc4d51c670bc825b76a7,NA,NA,NA,Economic viability of fishing industry,economically viable fishing industry,economics,economically viable fishing industry,NA,social,1,0,0,0,1,2,economically viable fishing industry,0,461,461
cloud,NWWAC,Which social items would you like advice on?,a318df1b1c42d58f015f6170cbc409d8dc5b8c64,Western_waters,Industry,Man,Economic viability of fishing industry,economically viable fishing industry,economics,economically viable fishing industry,NA,social,1,0,0,0,1,2,economically viable fishing industry,0,462,462
cloud,NWWAC,Which social items would you like advice on?,a318df1b1c42d58f015f6170cbc409d8dc5b8c64,Western_waters,Industry,Man,Economic viability of fishing industry,economically viable fishing industry,economics,economically viable fishing industry,NA,social,1,0,0,0,1,2,economically viable fishing industry,0,463,463
cloud,NWWAC,Which social items would you like advice on?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,Economic viability of fishing industry,economically viable fishing industry,economics,economically viable fishing industry,NA,social,1,0,0,0,1,2,economically viable fishing industry,0,464,464
cloud,NWWAC,Which social items would you like advice on?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,Economic viability of fishing industry,economically viable fishing industry,economics,economically viable fishing industry,NA,social,1,0,0,0,1,2,economically viable fishing industry,0,465,465
cloud,NWWAC,Which social items would you like advice on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Economic viability of fishing industry,economically viable fishing industry,economics,economically viable fishing industry,NA,social,1,0,0,0,1,2,economically viable fishing industry,0,466,466
cloud,NWWAC,Which social items would you like advice on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Economic viability of fishing industry,economically viable fishing industry,economics,economically viable fishing industry,NA,social,1,0,0,0,1,2,economically viable fishing industry,0,467,467
cloud,NWWAC,Which social items would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,the profitability of the fisheries,profitable fisheries,,profitable fisheries,NA,social,1,0,0,0,1,2,profitable fisheries (costs and revenues),0,468,468
cloud,NWWAC,Which social items would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,the profitability of the fisheries,profitable fisheries,,profitable fisheries,NA,social,1,0,0,0,1,2,profitable fisheries (costs and revenues),0,469,469
cloud,NWWAC,Which ecological items would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man, pollution ,pollution,,pollution,NA,social,0,1,0,1,1,3,pollution,0,470,470
cloud,NWWAC,Which ecological items would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man, pollution ,pollution,,pollution,NA,social,0,1,0,1,1,3,pollution,0,471,471
cloud,SWWAC,Which ecological items would you like advice on?,f5b2843ef2290a543b1b460bee4145bb4a39f309,NA,NA,NA,Pollution,pollution,,pollution,NA,social,0,1,0,1,1,3,pollution,0,472,472
cloud,SWWAC,Which ecological items would you like advice on?,f5b2843ef2290a543b1b460bee4145bb4a39f309,NA,NA,NA,Pollution,pollution,,pollution,NA,social,0,1,0,1,1,3,pollution,0,473,473
cloud,SWWAC,Which ecological items would you like advice on?,f0abf06de383b48892eaa9225541034ac050fd79,Western_waters,NGO,Man,earth pollution,pollution,,pollution,NA,social,0,1,0,1,1,3,pollution,0,474,474
cloud,SWWAC,Which ecological items would you like advice on?,f0abf06de383b48892eaa9225541034ac050fd79,Western_waters,NGO,Man,earth pollution,pollution,,pollution,NA,social,0,1,0,1,1,3,pollution,0,475,475
cloud,SWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman, porbeagle shark,porbeagle,,porbeagle shark,NA,ecological,0,0,1,0,1,2,elasmobranchs,0,476,476
cloud,SWWAC,Which items would you like to know the impact of?,bd50a5423da627db6b9acc53480a0de822170290,Western_waters,Industry,Man,?,unclear response,,unclear response,NA,NA,0,1,0,0,1,2,unclear response,0,477,477
cloud,SWWAC,Which commercial stocks or species would you like advice on?,bd50a5423da627db6b9acc53480a0de822170290,Western_waters,Industry,Man,"Sole, bar, sardine, anchois, poulpe",anchovy,commercial fish/shellfish,anchovy,NA,ecological,0,1,0,0,1,2,pelagics,0,478,478
cloud,SWWAC,Which commercial stocks or species would you like advice on?,61e6570c1ce8e4e65de83b37f0e418329993e877,Mediterranean/Western_waters,NA,Man,Anchovy and sardine in divisions 8&9,anchovy,commercial fish/shellfish,anchovy,NA,ecological,0,1,0,0,1,2,pelagics,0,479,479
cloud,NWWAC,Which social items would you like advice on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Angling,recreational fishing,,recreational fisheries,NA,social,1,1,0,1,1,4,recreational use,0,480,480
cloud,SWWAC,Which commercial stocks or species would you like advice on?,61e6570c1ce8e4e65de83b37f0e418329993e877,Mediterranean/Western_waters,NA,Man,Barents Sea cod,cod,commercial fish/shellfish,barents sea cod,NA,ecological,0,1,0,0,1,2,demersal fish,0,481,481
cloud,SWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,basking shark,basking shark,PETs,basking shark,NA,ecological,0,0,1,0,1,2,elasmobranchs,0,482,482
cloud,NWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,benthic species,benthic habitats,seabottom habitat,benthos,NA,ecological,0,0,1,1,1,3,benthic habitat,0,483,483
cloud,SWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,"Benthic species (corals, sponges...)",benthic habitats,seabottom habitat,benthos,NA,ecological,0,0,1,1,1,3,benthic habitat,0,484,484
cloud,SWWAC,Which social items would you like advice on?,d0b9a7c524b04bc7d87e4d00fda00732a61f6f70,NA,NA,NA,Bioeconomical modelation,bio-economic models,economics,bio-economic models,NA,social,1,0,0,0,1,2,"science (knowledge, data, methods)",0,485,485
cloud,SWWAC,Which social items would you like advice on?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Bioecononical models,bio-economic models,economics,bio-economic models,NA,social,1,0,0,0,1,2,"science (knowledge, data, methods)",0,486,486
cloud,SWWAC,Which commercial stocks or species would you like advice on?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,sea bream,bream,commercial fish/shellfish,bream,NA,ecological,0,1,0,0,1,2,demersal fish,0,487,487
cloud,SWWAC,Which items would you like to know the impact of?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,BY CATCH,bycatch,bycatch,bycatch,NA,ecological,0,0,1,0,1,2,bycatch,0,488,488
cloud,SWWAC,Which ecological items would you like advice on?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,By-cath,bycatch,bycatch,bycatch,NA,ecological,0,0,1,0,1,2,bycatch,0,489,489
cloud,SWWAC,Which items would you like to know the impact of?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Bycatch,bycatch,bycatch,bycatch,NA,ecological,0,0,1,0,1,2,bycatch,0,490,490
cloud,SWWAC,Which ecological items would you like advice on?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Bycatch,bycatch,bycatch,bycatch,NA,ecological,0,0,1,0,1,2,bycatch,0,491,491
cloud,SWWAC,Which items would you like to know the impact of?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Bycatch,bycatch,bycatch,bycatch,NA,ecological,0,0,1,0,1,2,bycatch,0,492,492
cloud,SWWAC,Which ecological items would you like advice on?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Bycatch ,bycatch,bycatch,bycatch,NA,ecological,0,0,1,0,1,2,bycatch,0,493,493
cloud,SWWAC,Which fisheries management measures do you think are relevant in your area?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Bycatch caps/limits,bycatch reduction measures,management measure,bycatch,NA,fisheries,0,0,1,0,1,2,bycatch,0,494,494
cloud,SWWAC,Which ecological items would you like advice on?,61e6570c1ce8e4e65de83b37f0e418329993e877,Mediterranean/Western_waters,NA,Man,Carrying capacity,carrying capacity,,carrying capacity,NA,ecological,0,1,0,0,1,2,ecosystem productivity,0,495,495
cloud,SWWAC,Which fisheries management measures do you think are relevant in your area?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Catch limits,catch limits,management measure,catch limits,NA,social,0,0,0,0,1,1,catch limits,0,496,496
cloud,NWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,3da2568c334d8485036691fff4732431b119d7d7,Western_waters,Industry,Man,Cetacean,marine mammals,,cetacean,NA,ecological,0,0,1,0,1,2,PET species,0,497,497
cloud,NWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,87ee616ce83533e32d0c17919c437d3690a88297,Western_waters,NGO,Man,cetacean,marine mammals,,cetacean,NA,ecological,0,0,1,0,1,2,PET species,0,498,498
cloud,NWWAC,Which non-commercial species and habitats would you like know the effect of fishing on?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,cetacean,marine mammals,,cetacean,NA,ecological,0,0,1,0,1,2,PET species,0,499,499
cloud,SWWAC,Do you have topics you would like us to talk about next time?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Challenges/barriers to implement the EBFM ,challenges to implement the ebfm ,practical management,ebfm implementation,NA,social,1,0,0,0,1,2,EB(F)M,0,500,500
cloud,NWWAC,Which ecological items would you like advice on?,6289737463cd2496dfbd124037a490c117d8b7ac,Western_waters,Industry,Man,changement aire de répartition especes,species distribution,,species distribution,NA,ecological,0,0,0,1,1,2,species distribution,0,501,501
cloud,SWWAC,Which ecological items would you like advice on?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Climate adaptation,climate adaptation,climate adaptatio,climate,NA,social,1,0,0,1,1,3,climate,0,502,502
cloud,SWWAC,Which ecological items would you like advice on?,57d70ba720909d4b24e2e3b44b6fa701d14593e9,Western_waters,NGO,Man,Climate change,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,503,503
cloud,SWWAC,Which ecological items would you like advice on?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,Climate change,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,504,504
cloud,SWWAC,Which items would you like to know the impact of?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Climate change,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,505,505
cloud,NWWAC,Which ecological items would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,Climate change,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,506,506
cloud,NWWAC,Which ecological items would you like advice on?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,Climate change,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,507,507
cloud,SWWAC,Which ecological items would you like advice on?,f0abf06de383b48892eaa9225541034ac050fd79,Western_waters,NGO,Man,Climate change,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,508,508
cloud,NWWAC,Which items would you like to know the impact of?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,climate change,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,509,509
cloud,NWWAC,Which items would you like to know the impact of?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,climate change,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,510,510
cloud,NWWAC,Which items would you like to know the impact of?,d5d241bc55ea2dc00f95039ec1514915976c1abc,Baltic_Sea/Mediterranean/North_Sea/Western_waters,NGO,Man,climate change,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,511,511
cloud,NWWAC,Which ecological items would you like advice on?,e2c26f02983f50e8cba73289f6cf35a3ff359392,Western_waters,Other,Woman,climate change,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,512,512
cloud,NWWAC,Which items would you like to know the impact of?,87ee616ce83533e32d0c17919c437d3690a88297,Western_waters,NGO,Man,real climat changes,climate change,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,513,513
cloud,NWWAC,Which items would you like to know the impact of?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Climate change ,climate change ,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,514,514
cloud,SWWAC,Which items would you like to know the impact of?,7a82262fdb90b41e7471755877642fd52b1417f7,Western_waters,Other,Woman,climate change ,climate change ,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,515,515
cloud,SWWAC,Which items would you like to know the impact of?,f0abf06de383b48892eaa9225541034ac050fd79,Western_waters,NGO,Man,climate change ,climate change ,climate change,climate,NA,ecological,0,1,0,1,1,3,climate,0,516,516
cloud,SWWAC,Which ecological items would you like advice on?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Climate change factors coupling with biodiversity ,climate change,climate change,climate,biodiversity,ecological,0,0,0,1,1,2,climate,0,517,517
cloud,SWWAC,Which ecological items would you like advice on?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Climate change factors coupling with biodiversity ,biodiversity,biodiversity,climate,biodiversity,ecological,0,0,1,0,1,2,climate,0,518,518
cloud,SWWAC,Which social items would you like advice on?,61e6570c1ce8e4e65de83b37f0e418329993e877,Mediterranean/Western_waters,NA,Man,Co-management,co-management,co-management,co-management,NA,social,1,0,0,0,1,2,"participation (stakeholder collaborations, co-management, etc.)",0,519,519
cloud,SWWAC,Which social items would you like advice on?,95019bc933d6ea50548d65d38a2f8e638aabe566,Western_waters,NGO,Woman,Comanagement plans ,co-management,co-management,co-management,NA,social,1,0,0,0,1,2,"participation (stakeholder collaborations, co-management, etc.)",0,520,520
cloud,NWWAC,Which social items would you like advice on?,f2ea37c32f0eb32a3e6a9ff83c94a6584fce4e3d,NA,NA,NA,Coastal,coastal,coastal communities,coast,NA,ecological,0,0,0,1,1,2,coast,0,521,521
cloud,NWWAC,Which commercial stocks or species would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,Cod,cod,commercial fish/shellfish,cod,NA,ecological,0,1,0,0,1,2,demersal fish,0,522,522
cloud,NWWAC,Which commercial stocks or species would you like advice on?,3314af20b6c1a8d335ddceb23b2c34dbb1620842,Western_waters,Industry,Man,Haddock hake cod,cod,commercial fish/shellfish,cod,NA,ecological,0,1,0,0,1,2,demersal fish,0,523,523
cloud,NWWAC,Which commercial stocks or species would you like advice on?,87ee616ce83533e32d0c17919c437d3690a88297,Western_waters,NGO,Man,cod,cod,commercial fish/shellfish,cod,NA,ecological,0,1,0,0,1,2,demersal fish,0,524,524
cloud,NWWAC,Which commercial stocks or species would you like advice on?,a27807f7cf766d11c5ce08862841bd10aa7f5bfa,NA,NA,NA,cod,cod,commercial fish/shellfish,cod,NA,ecological,0,1,0,0,1,2,demersal fish,0,525,525
cloud,NWWAC,Which commercial stocks or species would you like advice on?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,cod,cod,commercial fish/shellfish,cod,NA,ecological,0,1,0,0,1,2,demersal fish,0,526,526
cloud,NWWAC,Which commercial stocks or species would you like advice on?,d5d241bc55ea2dc00f95039ec1514915976c1abc,Baltic_Sea/Mediterranean/North_Sea/Western_waters,NGO,Man,"seabass, cod, mackeral",cod,commercial fish/shellfish,cod,NA,ecological,0,1,0,0,1,2,demersal fish,0,527,527
