"","SW.ID","Year","Region","Scale...Spatial..m.","Scale...Temporal","Resolution...Spatial..m.","Resolution...Temporal","Sampling.Method.used.for.data.collection","Description.Other.Sampling.Method","Analytical.method.used.for.inference","Quality...Spatial..relative.1.3.","Quality...Temporal","Quality...Methods","WP4.task","Study.type","Ecosystem.component_level1","Ecosystem.component_level2","Ecosystem.component_level3","Ecosystem.component_benthos_sediment","Species.taxonomic.group.s.","Pressure.type","Pressure_level","Pressure_variable","Pressure_other","Fishery.type","Gear_level1","Gear_level2","Target.species_metier","Response.variable_paper","Response.variable_category","Direction.of.relationship","Reader","ROWID"
"106","SW4_1113",2011,"CS - Western Waters","5,000-10,000","two year","0-5","year","Irregular Fisheries Independent Survey",NA,"2-way Analysis of Similarities (ANOSIM) _ two-dimensional Multidimensional Scaling (MDS) _ 2-way ANOVA _ Kolmogorov–Smirov two sample tests",3,3,3,"4.2","Fisheries independent survey","Fish_cartilaginous",NA,NA,NA,"Elasmobranchs","Catch_and_bycatch","Target","number of trawls _ mean trawl duration _ number of individuals >15cm TL per hour",NA,"Commercial","Pots",NA,"Unknown","abundance","Abundance/biomass/density","Multiple","Altuna-Etxabe",106
"107","SW4_1113",2011,"CS - Western Waters","5,000-10,000","two year","0-5","year","Irregular Fisheries Independent Survey",NA,"2-way Analysis of Similarities (ANOSIM) _ two-dimensional Multidimensional Scaling (MDS) _ 2-way ANOVA _ Kolmogorov–Smirov two sample tests",3,3,3,"4.2","Fisheries independent survey","Fish_teleost","Flatfish",NA,NA,"Pleuronectiformes","Catch_and_bycatch","Target","number of trawls _ mean trawl duration _ number of individuals >15cm TL per hour",NA,"Commercial","Pots",NA,"Unknown","abundance","Abundance/biomass/density","Multiple","Altuna-Etxabe",107
"108","SW4_1113",2011,"CS - Western Waters","5,000-10,000","two year","0-5","year","Irregular Fisheries Independent Survey",NA,"2-way Analysis of Similarities (ANOSIM) _ two-dimensional Multidimensional Scaling (MDS) _ 2-way ANOVA _ Kolmogorov–Smirov two sample tests",3,3,3,"4.2","Fisheries independent survey","Fish_teleost","Roundfish",NA,NA,"Teleosts excluding Pleuronectiformes","Catch_and_bycatch","Target","number of trawls _ mean trawl duration _ number of individuals >15cm TL per hour",NA,"Commercial","Pots",NA,"Unknown","abundance","Abundance/biomass/density","Multiple","Altuna-Etxabe",108
"109","SW4_0670",2016,"CS - Mediterranean","50,000-100,000","year","0-5","snapshot/no repeat sampling","Other","Questionaries",NA,1,2,2,"None","Meta-analysis","Cephalopods",NA,NA,NA,"Sepia officinalis _ Loligo vulgaris","Catch_and_bycatch","Target","Catch _ The primary production required to sustain fishery (PPR)",NA,"Recreational","Other","Bolentino (a line provided with 2 hooks and wrapped around a cork), drifting and rod.","Thunnus thynnus _ Sepia officinalis _ Coryphaena hippurus _ Euthynnus alletteratus  _ seabream","The loss in production index (Lindex) _ Probability to be sustainable exploited (psust)","Production/productivity","Negative","Altuna-Etxabe",109
"110","SW4_0670",2016,"CS - Mediterranean","50,000-100,000","year","0-5","snapshot/no repeat sampling","Other","Questionaries",NA,1,2,2,"None","Meta-analysis","Fish_teleost",NA,NA,NA,"Sparus aurata _ Thunnus thynnus _ Scomber scombrus _ Coryphaena hippurus _ Dicentrarchus labrax _ Euthynnus alletteratus _ Trachurus trachurus _ Lichia amia _ Pomatomus saltatrix _ Lithognathus mormyrus _ Anguilla anguilla _ Boops boops _ Diplodus sargus sargus _ Sarda sarda _ Pagellus erythrinus _ Merluccius merluccius _ Scomber colias _ Mugil spp. _ Merlangius merlangus _ Spicara maena _ Chelidonichthys lucerna _ Oblada melanura _ Platichthys flesus _ Ombrina cirrosa _ Scophthalmus rhombus _ Scophthalmus maximus","Catch_and_bycatch","Target","Catch _ The primary production required to sustain fishery (PPR)",NA,"Recreational","Other","Bolentino (a line provided with 2 hooks and wrapped around a cork), drifting and rod.","Thunnus thynnus _ Sepia officinalis _ Coryphaena hippurus _ Euthynnus alletteratus  _ seabream","The loss in production index (Lindex) _ Probability to be sustainable exploited (psust)","Production/productivity","Negative","Altuna-Etxabe",110
"111","SW4_0670",2016,"CS - Mediterranean","50,000-100,000","year","0-5","snapshot/no repeat sampling","Other","Questionaries",NA,1,2,2,"None","Meta-analysis","Fish_cartilaginous","Skates",NA,NA,"Raja spp.","Catch_and_bycatch","Target","Catch _ The primary production required to sustain fishery (PPR)",NA,"Recreational","Other","Bolentino (a line provided with 2 hooks and wrapped around a cork), drifting and rod.","Thunnus thynnus _ Sepia officinalis _ Coryphaena hippurus _ Euthynnus alletteratus  _ seabream","The loss in production index (Lindex) _ Probability to be sustainable exploited (psust)","Production/productivity","Negative","Altuna-Etxabe",111
"112","SW4_0670",2016,"CS - Mediterranean","50,000-100,000","year","0-5","snapshot/no repeat sampling","Other","Questionaries",NA,1,2,2,"None","Meta-analysis","Fish_cartilaginous","Sharks",NA,NA,"Prionace glauca","Catch_and_bycatch","Target","Catch _ The primary production required to sustain fishery (PPR)",NA,"Recreational","Other","Bolentino (a line provided with 2 hooks and wrapped around a cork), drifting and rod.","Thunnus thynnus _ Sepia officinalis _ Coryphaena hippurus _ Euthynnus alletteratus  _ seabream","The loss in production index (Lindex) _ Probability to be sustainable exploited (psust)","Production/productivity","Negative","Altuna-Etxabe",112
"113","SW4_0670",2016,"CS - Mediterranean","50,000-100,000","year","5,000-10,000","quarter","Fisheries Dependent Data",NA,NA,1,2,2,"None","Meta-analysis","Cephalopods",NA,NA,NA,"Sepia officinalis _ Loligo vulgaris","Catch_and_bycatch","Target","Catch _ The primary production required to sustain fishery (PPR)",NA,"Recreational","Other","Bolentino (a line provided with 2 hooks and wrapped around a cork), drifting and rod.","Thunnus thynnus _ Sepia officinalis _ Coryphaena hippurus _ Euthynnus alletteratus  _ seabream","The loss in production index (Lindex) _ Probability to be sustainable exploited (psust)","Production/productivity","Negative","Altuna-Etxabe",113
"114","SW4_0670",2016,"CS - Mediterranean","50,000-100,000","year","5,000-10,000","quarter","Fisheries Dependent Data",NA,NA,1,2,2,"None","Meta-analysis","Fish_teleost",NA,NA,NA,"Sparus aurata _ Thunnus thynnus _ Scomber scombrus _ Coryphaena hippurus _ Dicentrarchus labrax _ Euthynnus alletteratus _ Trachurus trachurus _ Lichia amia _ Pomatomus saltatrix _ Lithognathus mormyrus _ Anguilla anguilla _ Boops boops _ Diplodus sargus sargus _ Sarda sarda _ Pagellus erythrinus _ Merluccius merluccius _ Scomber colias _ Mugil spp. _ Merlangius merlangus _ Spicara maena _ Chelidonichthys lucerna _ Oblada melanura _ Platichthys flesus _ Ombrina cirrosa _ Scophthalmus rhombus _ Scophthalmus maximus","Catch_and_bycatch","Target","Catch _ The primary production required to sustain fishery (PPR)",NA,"Recreational","Other","Bolentino (a line provided with 2 hooks and wrapped around a cork), drifting and rod.","Thunnus thynnus _ Sepia officinalis _ Coryphaena hippurus _ Euthynnus alletteratus  _ seabream","The loss in production index (Lindex) _ Probability to be sustainable exploited (psust)","Production/productivity","Negative","Altuna-Etxabe",114
"115","SW4_0670",2016,"CS - Mediterranean","50,000-100,000","year","5,000-10,000","quarter","Fisheries Dependent Data",NA,NA,1,2,2,"None","Meta-analysis","Fish_cartilaginous","Skates",NA,NA,"Raja spp.","Catch_and_bycatch","Target","Catch _ The primary production required to sustain fishery (PPR)",NA,"Recreational","Other","Bolentino (a line provided with 2 hooks and wrapped around a cork), drifting and rod.","Thunnus thynnus _ Sepia officinalis _ Coryphaena hippurus _ Euthynnus alletteratus  _ seabream","The loss in production index (Lindex) _ Probability to be sustainable exploited (psust)","Production/productivity","Negative","Altuna-Etxabe",115
"116","SW4_0670",2016,"CS - Mediterranean","50,000-100,000","year","5,000-10,000","quarter","Fisheries Dependent Data",NA,NA,1,2,2,"None","Meta-analysis","Fish_cartilaginous","Sharks",NA,NA,"Prionace glauca","Catch_and_bycatch","Target","Catch _ The primary production required to sustain fishery (PPR)",NA,"Recreational","Other","Bolentino (a line provided with 2 hooks and wrapped around a cork), drifting and rod.","Thunnus thynnus _ Sepia officinalis _ Coryphaena hippurus _ Euthynnus alletteratus  _ seabream","The loss in production index (Lindex) _ Probability to be sustainable exploited (psust)","Production/productivity","Negative","Altuna-Etxabe",116
"117","SW4_1089",2011,"Mediterranean - non CS",">100,000","year","0-5","two week","Behavioural Observations",NA,"Generalized linear models _ kerney analysis _ non-parametric Kruskal–Wallis ANOVAs _ Shannon-Weaver index",3,3,3,"4.4","Modelling/simulation","Seabirds",NA,NA,NA,"Puffinus mauretanicus _ Calonectris diomedea diomedea _ Hydrobates pelagicus melitensis _ Phalacrocorax aristotelis desmarestii _ Larus audouinii _ Larus michahellis","Discarding",NA,"food patches ( discarding process duration, amount of discards, number of trawlers at the beginning of the discarding activity in the fishing area)","season (winter was excluded due to the low sample size), fishing tactic, horsepower, depth and distance to the nearest shoreline.","Commercial","Demersal trawls",NA,"Zeus faber _ Mullus surmuletus _ Merluccius merluccius","Seabirds attending trawlers","Behaviour","Positive","Altuna-Etxabe",117
"118","SW4_1089",2011,"Mediterranean - non CS",">100,000","year","0-5","two week","Behavioural Observations",NA,"non-parametric Kruskal–Wallis ANOVAs _ Shannon-Weaver index",3,3,3,"4.4","Modelling/simulation","Seabirds",NA,NA,NA,"Puffinus mauretanicus _ Calonectris diomedea diomedea _ Hydrobates pelagicus melitensis _ Phalacrocorax aristotelis desmarestii _ Larus audouinii _ Larus michahellis","Discarding",NA,"food patches ( discarding process duration, amount of discards, number of trawlers at the beginning of the discarding activity in the fishing area)","season (winter was excluded due to the low sample size), fishing tactic, horsepower, depth and distance to the nearest shoreline.","Commercial","Demersal trawls",NA,"Nephrops norvegicus","Seabirds attending trawlers","Behaviour","Positive","Altuna-Etxabe",118
"119","SW4_1089",2011,"Mediterranean - non CS",">100,000","year","0-5","two week","Behavioural Observations",NA,"non-parametric Kruskal–Wallis ANOVAs _ Shannon-Weaver index",3,3,3,"4.4","Modelling/simulation","Seabirds",NA,NA,NA,"Puffinus mauretanicus _ Calonectris diomedea diomedea _ Hydrobates pelagicus melitensis _ Phalacrocorax aristotelis desmarestii _ Larus audouinii _ Larus michahellis","Discarding",NA,"food patches ( discarding process duration, amount of discards, number of trawlers at the beginning of the discarding activity in the fishing area)","season (winter was excluded due to the low sample size), fishing tactic, horsepower, depth and distance to the nearest shoreline.","Commercial","Demersal trawls",NA,"Aristeus antennatus","Seabirds attending trawlers","Behaviour","Positive","Altuna-Etxabe",119
"120","SW4_1089",2011,"Mediterranean - non CS",">100,000","year","0-5","two week","Behavioural Observations",NA,"non-parametric Kruskal–Wallis ANOVAs _ Shannon-Weaver index",3,3,3,"4.4","Modelling/simulation","Seabirds",NA,NA,NA,"Puffinus mauretanicus _ Calonectris diomedea diomedea _ Hydrobates pelagicus melitensis _ Phalacrocorax aristotelis desmarestii _ Larus audouinii _ Larus michahellis","Discarding",NA,"food patches ( discarding process duration, amount of discards, number of trawlers at the beginning of the discarding activity in the fishing area)","season (winter was excluded due to the low sample size), fishing tactic, horsepower, depth and distance to the nearest shoreline.","Commercial","Pelagic trawls",NA,"Spicara smaris _ Mullus surmuletus _ Octopus vulgaris","Seabirds attending trawlers","Behaviour","Positive","Altuna-Etxabe",120
"121","SW4_1156",2010,"CS - Mediterranean",">100,000","five year","0-5","day","Other","Records of sea turtles found on the coast (‘stranded’) or gathered at sea (‘floating’; not found in fishing gear) were collected from the databases of six projects and from published lists of records.","Kruskal–Wallis test _ Mann–Whitney U test _ chi-square test",3,3,3,"4.2","Meta-analysis","Reptiles","Turtles",NA,NA,"Caretta caretta","Catch_and_bycatch","Bycatch","Catch","Colision with boat","Commercial","Hooks_and_lines","Longline",NA,"Dead individuals","Abundance/biomass/density","Negative","Altuna-Etxabe",121
"122","SW4_1156",2010,"CS - Mediterranean",">100,000","five year","0-5","day","Other","Records of sea turtles found on the coast (‘stranded’) or gathered at sea (‘floating’; not found in fishing gear) were collected from the databases of six projects and from published lists of records.","Kruskal–Wallis test _ Mann–Whitney U test _ chi-square test",3,3,3,"4.2","Meta-analysis","Reptiles","Turtles",NA,NA,"Caretta caretta","Input of litter",NA,"Evidence of entanglement in anthropogenic material",NA,"Commercial","Nets","Gillnet",NA,"Dead individuals","Abundance/biomass/density","Negative","Altuna-Etxabe",122
"123","SW4_1133",2011,"CS - North Sea",">100,000","five year","0-5","quarter","Simulated dynamics","Review","Relative ecological risk assessment model (relative ERA) _ Morisita-Horn index",3,2,3,"4.4","Modelling/simulation","Seabirds",NA,NA,NA,"Larus fuscus","Catch_and_bycatch","Bycatch","Mortality _ Time trawled _ Vessel fishing speed _ Days at sea _ Trips per year/hours per year/total number",NA,"Commercial","Demersal trawls","Otter trawl",NA,"Risk score","Abundance/biomass/density","No impact","Altuna-Etxabe",123
"124","SW4_1133",2011,"CS - North Sea",">100,000","five year","0-5","quarter","Simulated dynamics","Review","Relative ecological risk assessment model (relative ERA) _ Morisita-Horn index",3,2,3,"4.4","Modelling/simulation","Benthos",NA,NA,"Mixed","Unknown","Physical disturbance of the seabed",NA,"Mortality _ Time trawled _ Vessel fishing speed _ Days at sea _ Trips per year/hours per year/total number","Gravel extraction","Commercial","Demersal trawls","Otter trawl",NA,"Risk score","Abundance/biomass/density","Negative","Altuna-Etxabe",124
"125","SW4_1133",2011,"CS - North Sea",">100,000","five year","0-5","quarter","Simulated dynamics","Review","Relative ecological risk assessment model (relative ERA) _ Morisita-Horn index",3,2,3,"4.4","Modelling/simulation","Seabirds",NA,NA,NA,"Larus fuscus","Catch_and_bycatch","Bycatch","Mortality _ Time trawled _ Vessel fishing speed _ Days at sea _ Trips per year/hours per year/total number",NA,"Commercial","Nets","Gillnet",NA,"Risk score","Abundance/biomass/density","No impact","Altuna-Etxabe",125
"126","SW4_1133",2011,"CS - North Sea",">100,000","five year","0-5","quarter","Simulated dynamics","Review","Relative ecological risk assessment model (relative ERA) _ Morisita-Horn index",3,2,3,"4.4","Modelling/simulation","Marine_mammals","Cetaceans","Toothed_cetacean",NA,"Phocoena phocoena","Catch_and_bycatch","Bycatch","Mortality _ Time trawled _ Vessel fishing speed _ Days at sea _ Trips per year/hours per year/total number",NA,"Commercial","Nets","Gillnet",NA,"Risk score","Abundance/biomass/density","Negative","Altuna-Etxabe",126
"127","SW4_1133",2011,"CS - North Sea",">100,000","five year","0-5","quarter","Simulated dynamics","Review","Relative ecological risk assessment model (relative ERA) _ Morisita-Horn index",3,2,3,"4.4","Modelling/simulation","Seabirds",NA,NA,NA,"Larus fuscus","Catch_and_bycatch","Bycatch","Mortality _ Time trawled _ Vessel fishing speed _ Days at sea _ Trips per year/hours per year/total number",NA,"Commercial","Demersal trawls","Beam trawl","Beam trawlers","Risk score","Abundance/biomass/density","No impact","Altuna-Etxabe",127
"128","SW4_1133",2011,"CS - North Sea",">100,000","five year","0-5","quarter","Simulated dynamics","Review","Relative ecological risk assessment model (relative ERA) _ Morisita-Horn index",3,2,3,"4.4","Modelling/simulation","Benthos",NA,NA,"Mixed","Unknown","Physical disturbance of the seabed",NA,"Mortality _ Time trawled _ Vessel fishing speed _ Days at sea _ Trips per year/hours per year/total number","Gravel extraction","Commercial","Demersal trawls","Beam trawl",NA,"Risk score","Abundance/biomass/density","Negative","Altuna-Etxabe",128
"129","SW4_1133",2011,"CS - North Sea",">100,000","five year","0-5","quarter","Simulated dynamics","Review","Relative ecological risk assessment model (relative ERA) _ Morisita-Horn index",3,2,3,"4.4","Modelling/simulation","Seabirds",NA,NA,NA,"Larus fuscus","Catch_and_bycatch","Bycatch","Mortality _ Time trawled _ Vessel fishing speed _ Days at sea _ Trips per year/hours per year/total number",NA,"Commercial",NA,NA,"Sandeel fisheries","Risk score","Abundance/biomass/density","No impact","Altuna-Etxabe",129
"130","SW4_1133",2011,"CS - North Sea",">100,000","five year","0-5","quarter","Simulated dynamics","Review","Relative ecological risk assessment model (relative ERA) _ Morisita-Horn index",3,2,3,"4.4","Modelling/simulation","Marine_mammals","Cetaceans","Toothed_cetacean",NA,"Phocoena phocoena","Catch_and_bycatch","Bycatch","Mortality _ Time trawled _ Vessel fishing speed _ Days at sea _ Trips per year/hours per year/total number",NA,"Commercial","Other",NA,"Sandeel fisheries","Risk score","Abundance/biomass/density","Negative","Altuna-Etxabe",130
"131","SW4_1133",2011,"CS - North Sea",">100,000","five year","0-5","quarter","Simulated dynamics","Review","Relative ecological risk assessment model (relative ERA) _ Morisita-Horn index",3,2,3,"4.4","Modelling/simulation","Benthos",NA,NA,"Mixed","Unknown","Physical disturbance of the seabed",NA,"Mortality _ Time trawled _ Vessel fishing speed _ Days at sea _ Trips per year/hours per year/total number","Gravel extraction","Commercial",NA,NA,"Sandeel fisheries","Risk score","Abundance/biomass/density","Negative","Altuna-Etxabe",131
"132","SW4_1036",2012,"Mediterranean - non CS",">100,000","decade","0-5","day","Visual Analyses of Quadrats/Transects",NA,"SOCPROG 2.3 _ Manly and Bejder permutation _ Mantel permutation test _ clustering _ LAR _ eigenvector method _ SYSTAT 12",3,3,3,"None","Field experiment","Marine_mammals","Cetaceans","Toothed_cetacean",NA,"Tursiops truncatus","Discarding",NA,"food patches (active trawlers)","aquaculture farms","Commercial","Demersal trawls",NA,NA,"half-weight association index _ lagged association rates _ relative abundance index _ the number of sighted groups  _ photographic capture rate","Behaviour","Multiple","Altuna-Etxabe",132
"133","SW4_1036",2012,"Mediterranean - non CS",">100,000","decade","0-5","day","Visual Analyses of Quadrats/Transects",NA,"SOCPROG 2.3 _ Manly and Bejder permutation _ Mantel permutation test _ clustering _ LAR _ eigenvector method _ SYSTAT 13",3,3,3,"None","Field experiment","Marine_mammals","Cetaceans","Toothed_cetacean",NA,"Tursiops truncatus","Discarding",NA,"food patches (active trawlers)","aquaculture farms","Commercial","Pelagic trawls",NA,NA,"half-weight association index _ lagged association rates _ relative abundance index _ the number of sighted groups  _ photographic capture rate","Behaviour","Multiple","Altuna-Etxabe",133
"134","SW4_0978",2013,"CS - Western Waters","10,000-50,000","decade","1,000-5,000","half year","Irregular Fisheries Independent Survey",NA,"Regresions _ one-way ANOVA",NA,3,3,"4.2","Fisheries independent survey","Fish_cartilaginous","Skates",NA,NA,"Raja spp.","Catch_and_bycatch","Bycatch","Catch",NA,"Commercial","Dredges",NA,"Pecten maximus _ Aequipecten opercularis","number of individuals","Abundance/biomass/density","Negative","Altuna-Etxabe",134
"135","SW4_0978",2013,"CS - Western Waters","10,000-50,000","decade","1,000-5,000","half year","Irregular Fisheries Independent Survey",NA,"Regresions _ one-way ANOVA",NA,3,3,"4.2","Fisheries independent survey","Fish_cartilaginous","Sharks",NA,NA,"Scyliorhinus caniculus _ Scyliorhinus stellaris _ ","Catch_and_bycatch","Bycatch","Catch",NA,"Commercial","Dredges",NA,"Pecten maximus _ Aequipecten opercularis","number of individuals","Abundance/biomass/density","Negative","Altuna-Etxabe",135
"136","SW4_0978",2013,"CS - Western Waters","10,000-50,000","decade","1,000-5,000","half year","Irregular Fisheries Independent Survey",NA,"Regresions _ one-way ANOVA",NA,3,3,"4.2","Fisheries independent survey","Fish_teleost","Demersal",NA,NA,"Lophius piscatorius _ Callionymus lyra _ Microstomus kitt _ Limanda limanda _  Microchirus variegatus _ Pleuronectes platessa _ Blenniidae _ Aspitrigla cuculus _ Zeugopterus punctatus _ Trisopterus minutus _ Merluccius merluccius _ Gadus morhua _ Molva molva","Catch_and_bycatch","Bycatch","Catch",NA,"Commercial","Dredges",NA,"Pecten maximus _ Aequipecten opercularis","number of individuals","Abundance/biomass/density","Negative","Altuna-Etxabe",136
"137","SW4_1167",2010,"Mediterranean - non CS",">100,000","decade","0-5","month","Fisheries Dependent Data",NA,"Means of Min/Max Auto-correlation Factor Analysis (MAFA) _ Dynamic Factor Analysis (DFA)",3,3,3,"None","Fisheries dependent survey","Fish_teleost","Demersal",NA,NA,"Merluccius merluccius _ Mullus barbatus","Catch_and_bycatch","Target","fishing days _ engine power of the fishery","sea surface temperature _ wind _ NAO index","Commercial","Demersal trawls","Otter trawl","Merluccius merluccius _ Mullus barbatus _ Eledone cirrhosa _ Nephrops norvegicus _ Parapenaeus longirostris","Caught biomass","Abundance/biomass/density","Negative","Altuna-Etxabe",137
"138","SW4_1167",2010,"Mediterranean - non CS",">100,000","decade","0-5","month","Fisheries Dependent Data",NA,"Means of Min/Max Auto-correlation Factor Analysis (MAFA) _ Dynamic Factor Analysis (DFA)",3,3,3,"None","Fisheries dependent survey","Cephalopods",NA,NA,NA,"Eledone cirrhosa","Catch_and_bycatch","Target","fishing days _ engine power of the fishery","sea surface temperature _ wind _ NAO index","Commercial","Demersal trawls","Otter trawl","Merluccius merluccius _ Mullus barbatus _ Eledone cirrhosa _ Nephrops norvegicus _ Parapenaeus longirostris","Caught biomass","Abundance/biomass/density","Negative","Altuna-Etxabe",138
"139","SW4_1167",2010,"Mediterranean - non CS",">100,000","decade","0-5","month","Fisheries Dependent Data",NA,"Means of Min/Max Auto-correlation Factor Analysis (MAFA) _ Dynamic Factor Analysis (DFA)",3,3,3,"None","Fisheries dependent survey","Benthos","Benthic_epifauna","Other","Unknown","Nephrops norvegicus _ Parapenaeus longirostris","Catch_and_bycatch","Target","fishing days _ engine power of the fishery","sea surface temperature _ wind _ NAO index","Commercial","Demersal trawls","Otter trawl","Merluccius merluccius _ Mullus barbatus _ Eledone cirrhosa _ Nephrops norvegicus _ Parapenaeus longirostris","Caught biomass","Abundance/biomass/density","Negative","Altuna-Etxabe",139
"140","SW4_0955",2013,"CS - North Sea",">100,000","multidecadal","0-5","year","Other","Review","size-based multispecies model (LeMans)",3,3,3,"4.4","Meta-analysis","Fish_teleost","Flatfish",NA,NA,"Arnoglossus laterna _ Limanda limanda _ Pleuronectes platessa _ Platichthys flesus _ Glyptocephalus cynoglossus _ Buglossidium luteum","Catch_and_bycatch","Not specified","Fishing mortality reduction","environmental effects _ comparation between two areas (North sea and Georges Bank)","Unknown",NA,NA,NA,"Biomass _abundance _ Biological diversity restored  _ mean mass in community _ total biomass _mean length _ size diversity _ Simpson reciprocal evenness","Abundance/biomass/density","Positive","Altuna-Etxabe",140
"141","SW4_0955",2013,"CS - North Sea",">100,000","multidecadal","0-5","year","Other","Review","size-based multispecies model (LeMans)",3,3,3,"4.4","Meta-analysis","Fish_teleost","Demersal",NA,NA,"Echiichthys vipera _ Gadus morhua _ Lepidorhombus whiffiagonis _ Lophius piscatorius _ Merluccius merluccius _ Micromesistius poutassou _ Pomatoshistus spp. _ Pollachius virens","Catch_and_bycatch","Not specified","Fishing mortality reduction","environmental effects _ comparation between two areas (North sea and Georges Bank)","Unknown",NA,NA,NA,"Biomass _abundance _ Biological diversity restored  _ mean mass in community _ total biomass _mean length _ size diversity _ Simpson reciprocal evenness","Abundance/biomass/density","Positive","Altuna-Etxabe",141
"142","SW4_0955",2013,"CS - North Sea",">100,000","multidecadal","0-5","year","Other","Review","size-based multispecies model (LeMans)",3,3,3,"4.4","Meta-analysis","Fish_teleost","Pelagic",NA,NA,"Engraulis encrasicolus","Catch_and_bycatch","Not specified","Fishing mortality reduction","environmental effects _ comparation between two areas (North sea and Georges Bank)","Unknown",NA,NA,NA,"Biomass _abundance _ Biological diversity restored  _ mean mass in community _ total biomass _mean length _ size diversity _ Simpson reciprocal evenness","Abundance/biomass/density","Positive","Altuna-Etxabe",142
"143","SW4_0955",2013,"CS - North Sea",">100,000","multidecadal","0-5","year","Other","Review","size-based multispecies model (LeMans)",3,3,3,"4.4","Meta-analysis","Fish_cartilaginous","Skates",NA,NA,"Raja clavata _ Leucoraja naevus","Catch_and_bycatch","Not specified","Fishing mortality reduction","environmental effects _ comparation between two areas (North sea and Georges Bank)","Unknown",NA,NA,NA,"Biomass _abundance _ Biological diversity restored  _ mean mass in community _ total biomass _mean length _ size diversity _ Simpson reciprocal evenness","Abundance/biomass/density","Positive","Altuna-Etxabe",143
"144","SW4_0955",2013,"CS - North Sea",">100,000","multidecadal","0-5","year","Other","Review","size-based multispecies model (LeMans)",3,3,3,"4.4","Meta-analysis","Fish_cartilaginous","Sharks",NA,NA,"Scyliorhinus canicula","Catch_and_bycatch","Not specified","Fishing mortality reduction","environmental effects _ comparation between two areas (North sea and Georges Bank)","Unknown",NA,NA,NA,"Biomass _abundance _ Biological diversity restored  _ mean mass in community _ total biomass _mean length _ size diversity _ Simpson reciprocal evenness","Abundance/biomass/density","Positive","Altuna-Etxabe",144
"145","SW4_0955",2013,"CS - North Sea",">100,000","multidecadal","100-500","quarter","Regular Fisheries Independent Survey",NA,"size-based multispecies model (LeMans)",3,3,3,"4.4","Modelling/simulation","Fish_teleost","Flatfish",NA,NA,"Arnoglossus laterna _ Limanda limanda _ Pleuronectes platessa _ Platichthys flesus _ Glyptocephalus cynoglossus _ Buglossidium luteum","Catch_and_bycatch","Not specified","Fishing mortality reduction","environmental effects _ comparation between two areas (North sea and Georges Bank)","Unknown",NA,NA,NA,"Biomass _abundance _ Biological diversity restored  _ mean mass in community _ total biomass _mean length _ size diversity _ Simpson reciprocal evenness","Abundance/biomass/density","Positive","Altuna-Etxabe",145
"146","SW4_0955",2013,"CS - North Sea",">100,000","multidecadal","100-500","quarter","Regular Fisheries Independent Survey",NA,"size-based multispecies model (LeMans)",3,3,3,"4.4","Modelling/simulation","Fish_teleost","Demersal",NA,NA,"Echiichthys vipera _ Gadus morhua _ Lepidorhombus whiffiagonis _ Lophius piscatorius _ Merluccius merluccius _ Micromesistius poutassou _ Pomatoshistus spp. _ Pollachius virens","Catch_and_bycatch","Not specified","Fishing mortality reduction","environmental effects _ comparation between two areas (North sea and Georges Bank)","Unknown",NA,NA,NA,"Biomass _abundance _ Biological diversity restored  _ mean mass in community _ total biomass _mean length _ size diversity _ Simpson reciprocal evenness","Abundance/biomass/density","Positive","Altuna-Etxabe",146
"147","SW4_0955",2013,"CS - North Sea",">100,000","multidecadal","100-500","quarter","Regular Fisheries Independent Survey",NA,"size-based multispecies model (LeMans)",3,3,3,"4.4","Modelling/simulation","Fish_teleost","Pelagic",NA,NA,"Engraulis encrasicolus","Catch_and_bycatch","Not specified","Fishing mortality reduction","environmental effects _ comparation between two areas (North sea and Georges Bank)","Unknown",NA,NA,NA,"Biomass _abundance _ Biological diversity restored  _ mean mass in community _ total biomass _mean length _ size diversity _ Simpson reciprocal evenness","Abundance/biomass/density","Positive","Altuna-Etxabe",147
"148","SW4_0955",2013,"CS - North Sea",">100,000","multidecadal","100-500","quarter","Regular Fisheries Independent Survey",NA,"size-based multispecies model (LeMans)",3,3,3,"4.4","Modelling/simulation","Fish_cartilaginous","Skates",NA,NA,"Raja clavata _ Leucoraja naevus","Catch_and_bycatch","Not specified","Fishing mortality reduction","environmental effects _ comparation between two areas (North sea and Georges Bank)","Unknown",NA,NA,NA,"Biomass _abundance _ Biological diversity restored  _ mean mass in community _ total biomass _mean length _ size diversity _ Simpson reciprocal evenness","Abundance/biomass/density","Positive","Altuna-Etxabe",148
"149","SW4_0955",2013,"CS - North Sea",">100,000","multidecadal","100-500","quarter","Regular Fisheries Independent Survey",NA,"size-based multispecies model (LeMans)",3,3,3,"4.4","Modelling/simulation","Fish_cartilaginous","Sharks",NA,NA,"Scyliorhinus canicula","Catch_and_bycatch","Not specified","Fishing mortality reduction","environmental effects _ comparation between two areas (North sea and Georges Bank)","Unknown",NA,NA,NA,"Biomass _abundance _ Biological diversity restored  _ mean mass in community _ total biomass _mean length _ size diversity _ Simpson reciprocal evenness","Abundance/biomass/density","Positive","Altuna-Etxabe",149
