interaction_type,AC,poll_question,user_id,where,who,gender,poll_option_orig,poll_option_recoded_close_to_original,poll_option_recoded_lower_resolution,poll_option_coarse_recoding,impacts_on_item_of_column_I,system,WP2,WP3,WP4,WP5,WP6,nr_WPs,,,duplicated_in_col-J_poll_option_recoded_lower_resolution,,Row_number,Row_static
individual,kickoff,NA,BSsci09,Baltic_Sea,Scientist,Man,commercial species - other (e.g. seals) interaction,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,244,1775
cloud,kickoff,Which ecological items would you like advice on?,NA,Baltic_Sea,Scientist,NA,fish stocks,fish stocks,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,245,1784
cloud,kickoff,Which ecological items would you like advice on?,NA,Baltic_Sea,Scientist,NA,fish stocks,fish stocks,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,246,1785
cloud,kickoff,Which ecological items would you like advice on?,NA,Baltic_Sea,Scientist,NA,fish stocks,fish stocks,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,247,1786
cloud,kickoff,Which ecological items would you like advice on?,NA,Baltic_Sea,Scientist,NA,herring,herring,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,248,1789
cloud,kickoff,Which ecological items would you like advice on?,NA,Baltic_Sea,Scientist,NA,herring,herring,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,249,1790
cloud,kickoff,Which ecological items would you like advice on?,NA,Baltic_Sea,Scientist,NA,cod,cod,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,250,1795
cloud,kickoff,Which ecological items would you like advice on?,NA,Baltic_Sea,Scientist,NA,seal inpart on the cod stock,cod,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,251,1803
cloud,kickoff,Which ecological items would you like advice on?,NA,Baltic_Sea,Scientist,NA,sprat,sprat,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,252,1804
cloud,kickoff,Which items would you like to know the impact of?,NA,Baltic_Sea,Scientist,NA,fish stocks,fish stocks,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,253,1845
cloud,kickoff,Which items would you like to know the impact of?,NA,Baltic_Sea,Scientist,NA,fish stocks,fish stocks,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,254,1846
cloud,kickoff,Which ecological items would you like advice on?,NA,North_Sea,Scientist,NA,commercial stocks,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,255,1865
cloud,kickoff,Which ecological items would you like advice on?,NA,North_Sea,Scientist,NA,Fish stocks,fish stocks,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,256,1875
cloud,kickoff,Which ecological items would you like advice on?,NA,North_Sea,Scientist,NA,Fish stocks,fish stocks,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,257,1876
cloud,kickoff,Which ecological items would you like advice on?,NA,North_Sea,Scientist,NA,Demersal flat fish,flatfish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,1,0,1,3,,,,,258,1897
cloud,kickoff,Which ecological items would you like advice on?,NA,North_Sea,Scientist,NA,Fish abundance/condition,fish abundance,commercial fish/shellfish,fish/shellfish,,ecological,0,1,1,0,1,3,,,,,259,1898
cloud,kickoff,Which ecological items would you like advice on?,NA,North_Sea,Scientist,NA,Fish abundance/condition,fish condition,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,260,1899
cloud,kickoff,Which ecological items would you like advice on?,NA,North_Sea,Scientist,NA,pelagic,pelagic stocks,commercial fish/shellfish,fish/shellfish,,ecological,0,1,1,0,1,3,,,,,261,1906
individual,kickoff,NA,K2,Mediterranean,Scientist,Woman,Hake (icon),hake,commercial fish/shellfish,fish/shellfish,"EBM, MPAs",ecological,0,1,0,0,1,2,,,,,262,2075
individual,kickoff,NA,K2,Mediterranean,Scientist,Woman,shrimp (icon),shrimps,commercial fish/shellfish,fish/shellfish,"EBM, MPAs",ecological,0,1,1,0,1,3,,,,,263,2078
individual,kickoff,NA,K2,Mediterranean,Scientist,Woman,nephrops (icon),nephrops,commercial fish/shellfish,fish/shellfish,"EBM, MPAs",ecological,0,1,0,0,1,2,,,,,264,2079
individual,kickoff,NA,K2,Mediterranean,Scientist,Woman,mullet (icon),mullet,commercial fish/shellfish,fish/shellfish,"EBM, MPAs",ecological,0,1,0,0,1,2,,,,,265,2081
individual,kickoff,NA,K6,Mediterranean,Scientist,Man,crabs (icon),crabs,commercial fish/shellfish,fish/shellfish,MPA,ecological,0,1,,,1,2,,,,,266,2138
individual,kickoff,NA,K6,Mediterranean,Scientist,Man,monkfish (icon),anglerfish,commercial fish/shellfish,fish/shellfish,MPA,ecological,0,1,1,0,1,3,,,,,267,2140
individual,kickoff,NA,K6,Mediterranean,Scientist,Man,mullet (icon),mullet,commercial fish/shellfish,fish/shellfish,MPA,ecological,0,1,0,0,1,2,,,,,268,2141
individual,kickoff,NA,K6,Mediterranean,Scientist,Man,nephrops (icon),nephrops,commercial fish/shellfish,fish/shellfish,MPA,ecological,0,1,0,0,1,2,,,,,269,2142
individual,kickoff,NA,K6,Mediterranean,Scientist,Man,shrimp (icon),shrimps,commercial fish/shellfish,fish/shellfish,MPA,ecological,0,1,1,0,1,3,,,,,270,2143
individual,kickoff,NA,K7,Mediterranean,Scientist,Man,Commercial species most important from the economic and conservation viewpoints (e.g. hake),commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,Outputs,ecological,0,1,0,1,1,3,,,,,271,2154
individual,kickoff,NA,K7,Mediterranean,Scientist,Man,Commercial species most important from the economic and conservation viewpoints (e.g. hake),hake,commercial fish/shellfish,fish/shellfish,Outputs,ecological,0,1,0,0,1,2,,,,,272,2157
individual,kickoff,NA,K7,Mediterranean,Scientist,Man,stock,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,273,2161
individual,kickoff,NA,K10,Mediterranean,Scientist,Man,Stocks,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,274,2185
individual,kickoff,NA,K10,Mediterranean,Scientist,Man,Fish,fish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,1,1,1,4,,,,,275,2187
individual,kickoff,NA,K13,Mediterranean,Scientist,Man,Target demersal species,target demersal species,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,276,2219
individual,kickoff,NA,K14,Mediterranean,Scientist,Woman,Overexploitation of resources –particularly hake (growth/recruitment overfishing),hake,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,277,2221
individual,kickoff,NA,K15,Mediterranean,Scientist,Man,Environmental effects on stocks,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,Commercial species,ecological,0,1,0,1,1,3,,,,,278,2241
individual,kickoff,NA,K15,Mediterranean,Scientist,Man,Commercial species/hake icon/shrimp icon/mullet icon/picarel icon,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,"jobs, PET species",ecological,0,1,0,1,1,3,,,,,279,2246
individual,kickoff,NA,K15,Mediterranean,Scientist,Man,Commercial species/hake icon/shrimp icon/mullet icon/picarel icon,hake,commercial fish/shellfish,fish/shellfish,"jobs, PET species",ecological,0,1,0,0,1,2,,,,,280,2247
individual,kickoff,NA,K15,Mediterranean,Scientist,Man,Commercial species/hake icon/shrimp icon/mullet icon/picarel icon,shrimps,commercial fish/shellfish,fish/shellfish,"jobs, PET species",ecological,0,1,1,0,1,3,,,,,281,2248
individual,kickoff,NA,K15,Mediterranean,Scientist,Man,Commercial species/hake icon/shrimp icon/mullet icon/picarel icon,mullet,commercial fish/shellfish,fish/shellfish,"jobs, PET species",ecological,0,1,0,0,1,2,,,,,282,2249
individual,kickoff,NA,K15,Mediterranean,Scientist,Man,Commercial species/hake icon/shrimp icon/mullet icon/picarel icon,picarel,commercial fish/shellfish,fish/shellfish,"jobs, PET species",ecological,0,1,0,0,1,2,,,,,283,2250
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,stock status,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,284,2269
cloud,kickoff,Which ecological items would you like advice on?,NA,Mediterranean,Scientist,NA,Commercial stocks,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,285,2287
individual,MEDAC,NA,M1,Mediterranean,other,Woman,GFCM MAPs demersal and small pelagics,demersal fish,commercial fish/shellfish,fish/shellfish,"local communities, profitability, job (icons)",ecological,0,1,0,1,1,3,,,,,286,2361
individual,MEDAC,NA,M1,Mediterranean,other,Woman,GFCM MAPs demersal and small pelagics,small pelagic fish,commercial fish/shellfish,fish/shellfish,"local communities, profitability, job (icons)",ecological,0,1,0,1,1,3,,,,,287,2362
individual,MEDAC,NA,M1,Mediterranean,other,Woman,GFCM MAPs deep shrimps,deep shrimps,commercial fish/shellfish,fish/shellfish,"local communities, profitability, job (icons)",ecological,0,1,0,1,1,3,,,,,288,2363
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,halieutic stocks,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,"sensitive species, habitats",ecological,0,1,0,1,1,3,,,,,289,2382
individual,MEDAC,NA,M2,Mediterranean,industry,Woman,halieutic stocks,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,"small and medium scale fisheries, local seafood and socio-economy",ecological,0,1,0,1,1,3,,,,,290,2383
individual,MEDAC,NA,M3,Mediterranean,industry,,fish and shellfish  stocks (icons),commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,291,2386
individual,Italian,NA,I4,Mediterranean,NGO,Woman,commercial species (icons),commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,292,2399
individual,Italian,NA,I5,Mediterranean,other,Man,commercial species,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,"profitability, economic sustainability, maintain employment, social sustainability",ecological,0,1,0,1,1,3,,,,,293,2405
individual,Italian,NA,I6,Mediterranean,industry,Man,commercial species,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,"profit, jobs",ecological,0,1,0,1,1,3,,,,,294,2424
individual,Italian,NA,I7,Mediterranean,industry,Man,commercial species,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,marine habitats,ecological,0,1,0,1,1,3,,,,,295,2431
individual,Italian,NA,I8,Mediterranean,industry,Man,clear and easy to apply measures related to commercial species and marine habitats,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,"Fishery profitability and economic sustainability, local communities, jobs",ecological,0,1,0,1,1,3,,,,,296,2437
individual,Italian,NA,I9,Mediterranean,industry,Man,tuna fishing,tuna,commercial fish/shellfish,fish/shellfish,"tuna impact on the ecosystem, keep by-catch individuals if die",ecological,0,1,0,1,1,3,,,,,297,2449
individual,Italian,NA,I9,Mediterranean,industry,Man,reduce catches of commercial species,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,298,2452
individual,Italian,NA,I10,Mediterranean,industry,Man,Wise management of fish stocks and fishery,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,"fishing, target species, bottom habitats, fishery economy, jobs",ecological,0,1,0,1,1,3,,,,,299,2456
individual,Italian,NA,I10,Mediterranean,industry,Man,target stocks,commercial fish/shellfish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,300,2464
individual,Greek,NA,G12,Mediterranean,NGO,,fish stocks,fish stocks,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,301,2487
individual,Greek,NA,G15,Mediterranean,industry,Man,shrimps and mullets (icons),shrimps,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,302,2555
individual,Greek,NA,G15,Mediterranean,industry,Man,shrimps and mullets (icons),mullet,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,303,2556
individual,Greek,NA,G16,Mediterranean,industry,Man,hake (icon),hake,commercial fish/shellfish,fish/shellfish,"fishery economy, local communities, people",ecological,0,1,0,1,1,3,,,,,304,2567
individual,Greek,NA,G16,Mediterranean,industry,Man,lobster (icon),lobster,commercial fish/shellfish,fish/shellfish,"fishery economy, local communities, people",ecological,0,1,0,1,1,3,,,,,305,2568
individual,Greek,NA,G17,Mediterranean,industry,Man,trap fishing targeting octopus and blue crab  ,octopus,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,306,2594
individual,Greek,NA,G17,Mediterranean,industry,Man,trap fishing targeting octopus and blue crab  ,blue crab  ,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,1,1,3,,,,,307,2596
individual,BSAC,NA,BS_1,Baltic_sea,NGO,Woman,nephrops (icon),nephrops,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
individual,BSAC,NA,BS_1,Baltic_sea,NGO,Woman,cod (icon),cod,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
individual,BSAC,NA,BS_1,Baltic_sea,NGO,Woman,plaice (icon),plaice,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
individual,BSAC,NA,BS_1,Baltic_sea,NGO,Woman,sprat (icon),sprat,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
individual,BSAC,NA,BS_1,Baltic_sea,NGO,Woman,herring (icon),herring,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,d09a912730e6454d74814ecf2d5abaa8badf9dd2,Baltic_sea,scientist,Woman,Herring,herring,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,d09a912730e6454d74814ecf2d5abaa8badf9dd2,Baltic_sea,scientist,Woman,cod cod and cod,cod,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,d09a912730e6454d74814ecf2d5abaa8badf9dd2,Baltic_sea,scientist,Woman,Sprat,sprat,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which ecological items would you like advice on?,d6488d9ccc58f8f4fae92136c90a403cebeaf785,"Baltic_sea, North_sea",Industry,Man,cause pf decline of cod,cod,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,d6488d9ccc58f8f4fae92136c90a403cebeaf785,"Baltic_sea, North_sea",Industry,Man,cod cod and cod,cod,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,d6488d9ccc58f8f4fae92136c90a403cebeaf785,"Baltic_sea, North_sea",Industry,Man,plaice,plaice,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,d6488d9ccc58f8f4fae92136c90a403cebeaf785,"Baltic_sea, North_sea",Industry,Man,not salmon ;o),not salmon,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,c2ded26e76aca84cb0d50b809359e243e7962a8e,Baltic_sea,Other,Woman,Other flatfish ,flatfish ,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,5c6d846179474e1cc7ab0fb5baf741f01b4d33cf,"Baltic_sea, North_sea",NGO,Man,Salmon,salmon,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,5c6d846179474e1cc7ab0fb5baf741f01b4d33cf,"Baltic_sea, North_sea",NGO,Man,Sea Trout,sea trout,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,5c6d846179474e1cc7ab0fb5baf741f01b4d33cf,"Baltic_sea, North_sea",NGO,Man,Cod,cod,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,5c6d846179474e1cc7ab0fb5baf741f01b4d33cf,"Baltic_sea, North_sea",NGO,Man,cod cod and cod,cod,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which items would you like to know the impact of?,e489476a2b38cd9ed49f0d95b428eb514eb91fd9,Baltic_sea,Manager,Woman,"Environmental links/impacts to fish species like foodweb, temperature, interspecies considerations",fish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,e489476a2b38cd9ed49f0d95b428eb514eb91fd9,Baltic_sea,Manager,Woman,"Pelagics, flatfish, salmon, cod",herring,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,e489476a2b38cd9ed49f0d95b428eb514eb91fd9,Baltic_sea,Manager,Woman,"Pelagics, flatfish, salmon, cod",sprat,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,e489476a2b38cd9ed49f0d95b428eb514eb91fd9,Baltic_sea,Manager,Woman,"Pelagics, flatfish, salmon, cod",flatfish,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,e489476a2b38cd9ed49f0d95b428eb514eb91fd9,Baltic_sea,Manager,Woman,"Pelagics, flatfish, salmon, cod",salmon,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,e489476a2b38cd9ed49f0d95b428eb514eb91fd9,Baltic_sea,Manager,Woman,"Pelagics, flatfish, salmon, cod",cod,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,BSAC,Which commercial stocks or species would you like advice on?,393a808966f598736fb95570c091ec3d5ee366ba,Baltic_sea,,,Sprat,sprat,commercial fish/shellfish,fish/shellfish,,ecological,0,1,0,0,1,2,,,,,,
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,Community resilience,community resilience,community resilience,coastal communities,NA,ecological,1,0,0,0,1,2,,,ecosystem resilience,0,1,1104
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,Community resilience,community resilience,community resilience,coastal communities,NA,ecological,1,0,0,0,1,2,,,ecosystem resilience,0,2,1105
cloud,NWWAC,Which social items would you like advice on?,ac3f4cdb9c82b7c02745c613b175f95ee37fffaa,Western_waters,Industry,Man,consumption pattern ,consumption pattern ,consumption pattern ,market,NA,social,1,0,0,0,1,2,,,food provision,0,3,533
cloud,NWWAC,Which social items would you like advice on?,b8f5be0850d25150ceea8d665b7d248de8a4b564,NA,NA,NA,consumption pattern ,consumption pattern ,consumption pattern ,market,NA,social,1,0,0,0,1,2,,,food provision,0,4,534
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,"Regulate: complexity/incoherence sometimes between regulations, making the enforcement/implementation difficult",enforcement,control and enforcement,management,,social,1,0,0,0,1,2,,,,,5,165
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,Control and enforcement,control and enforcement,control and enforcement,management,,social,1,0,0,0,1,2,,,,,6,315
individual,Greek,NA,G11,Mediterranean,NGO,,lack/effectiveness of governance and control implementation,effective control,control and enforcement,management,,social,1,0,0,0,1,2,,,,,7,2469
individual,Greek,NA,G11,Mediterranean,NGO,,control,control,control and enforcement,management,small scale fishery,social,1,0,0,0,1,2,,,,,8,2478
individual,Greek,NA,G12,Mediterranean,NGO,,IUU,IUU,control and enforcement,management,"profits, people, jobs, local communities, overfishing",social,1,0,0,0,1,2,,,,,9,2498
individual,Greek,NA,G13,Mediterranean,manager,Woman,control/legislation,control,control and enforcement,management,"socio-economic impact, social justice, compliance",social,1,0,0,0,1,2,,,,,10,2513
individual,Greek,NA,G15,Mediterranean,industry,Man,control,control,control and enforcement,management,overfishing,social,1,0,0,0,1,2,,,,,11,2551
individual,Greek,NA,G16,Mediterranean,industry,Man,control,control,control and enforcement,management,"legality of fishing activities, professional and recreational",social,1,0,0,1,1,3,,,,,12,2572
individual,Greek,NA,G17,Mediterranean,industry,Man,IUU,IUU,control and enforcement,management,,social,1,0,0,0,1,2,,,,,13,2589
individual,Greek,NA,G17,Mediterranean,industry,Man,control,control,control and enforcement,management,,social,1,0,0,0,1,2,,,,,14,2598
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,"cost (vessel, gears, fuel)",vessel cost,costs,economy,fisheries ,social,1,0,0,0,1,2,,,,,15,155
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,"cost (vessel, gears, fuel)",gear cost,costs,economy,fisheries ,social,1,0,0,0,1,2,,,,,16,156
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,"cost (vessel, gears, fuel)",fuel consumption,costs,economy,fisheries ,social,1,0,0,0,1,2,,,,,17,157
individual,NSAC,NA,NSSta01,North_Sea,Industry,Woman,"cost (vessel, gears, fuel)",cost,costs,economy,fisheries ,social,1,0,0,0,1,2,,,,,18,158
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,Fishing - operating costs,costs of fishing,costs,economy,NA,social,1,0,0,0,1,2,,,profitable fisheries (costs and revenues),0,19,1134
individual,kickoff,NA,K3,Mediterranean,Scientist,NA,"Reduction of the catches and revenues, increase of costs",costs,costs,economy,,social,1,0,0,0,1,2,,,,,20,2106
individual,Italian,NA,I9,Mediterranean,industry,Man,increasing fishing costs,fishing costs,costs,economy,fishery incomes and job,social,1,0,0,0,1,2,,,,,21,2454
individual,Greek,NA,G12,Mediterranean,NGO,,fishing costs,costs,costs,economy,small scale fishery,social,1,0,0,0,1,2,,,,,22,2483
cloud,BSAC,Which social items would you like advice on?,c2ded26e76aca84cb0d50b809359e243e7962a8e,Baltic_sea,Other,Woman,Cost benefits ,costs,costs,economy,,social,1,0,0,0,1,2,,,,,,
individual,kickoff,NA,NSSCI03,North_Sea,Scientist,Woman,social cult value,cultural values,cultural values,coastal communities,,social,1,0,0,0,1,2,,,,,1,45
cloud,SWWAC,Which social items would you like advice on?,7f011b1b1bc0c5edec4d3d20bbb895bf29738ecd,Western_waters,NGO,Man,Cultural heritage,cultural values,cultural values,coastal communities,NA,social,1,0,0,0,1,2,,,social status of fishers and fisheries,0,2,537
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,cultural heritage,cultural values,cultural values,coastal communities,NA,social,1,0,0,0,1,2,,,social status of fishers and fisheries,0,3,1093
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,cultural heritage,cultural values,cultural values,coastal communities,NA,social,1,0,0,0,1,2,,,social status of fishers and fisheries,0,4,1094
cloud,kickoff,Which social items would you like advice on?,NA,Western_waters,Scientist,NA,cultural heritage,cultural values,cultural values,coastal communities,NA,social,1,0,0,0,1,2,,,social status of fishers and fisheries,0,5,1095
individual,kickoff,NA,BSsci07,Baltic_Sea,Scientist,Man,cultural values,cultural values,cultural values,coastal communities,,social,1,0,0,0,1,2,,,,,6,1707
cloud,kickoff,Which social items would you like advice on?,NA,Baltic_Sea,Scientist,NA,cultural values,cultural values,cultural values,coastal communities,,social,1,0,0,0,1,2,,,,,7,1821
cloud,kickoff,Which social items would you like advice on?,NA,North_Sea,Scientist,NA,Cultural,cultural values,cultural values,coastal communities,,social,1,0,0,0,1,2,,,,,8,1935
cloud,BSAC,Which social items would you like advice on?,d09a912730e6454d74814ecf2d5abaa8badf9dd2,Baltic_sea,scientist,Woman,Cultural heritage ,cultural heritage ,cultural values,coastal communities,,social,1,0,0,0,1,2,,,,,,
individual,kickoff,NA,NSSCI02,North_Sea,Scientist,Man,cummulative pressures,cummulative effects,cummulative effects,fish/shellfish,fish ,both,0,1,0,1,1,3,,,,,1,35
individual,kickoff,NA,NSSCI02,North_Sea,Scientist,Man,Managing fisheries together with other pressures on habitats and resources,resources,cummulative effects,fish/shellfish,fish ,ecological,0,1,0,0,1,2,,,,,2,40
individual,kickoff,NA,NSSCI06,North_Sea,Scientist,Man,combined impact of fisheries and climate,cummulative effects,cummulative effects,fish/shellfish,top predator prey,both,0,1,0,1,1,3,,,,,3,105
individual,NWWAC,NA,user001,North_Sea/Western_waters,Industry,Man,Brexit: potential alternative fishing grounds for Belgian demersal fleet,demersal fisheries,demersal fisheries,fisheries,NA,fisheries,1,0,0,1,1,3,,,fleet dynamics,0,4,799
individual,kickoff,NA,BSsci02,Baltic_Sea,Scientist,Man,demersal fisheries,demersal fisheries,demersal fisheries,fisheries,cod,fisheries,1,0,0,0,1,2,,,,,5,1599
individual,kickoff,NA,BSsci08,Baltic_Sea,Scientist,Man,"Demersal fishßFisheries, Predation (Cannibalism, Mammals,Cod still important?, Benthos, Oxygen, Temperature (warming 0.8 deg/10yrs Western Baltic coastal areas), hobby fishersßClimate Change, Eutrophication, increase in mammals",demersal fisheries,demersal fisheries,fisheries,,fisheries,1,0,0,0,1,2,,,,,6,1727
cloud,kickoff,Which social items would you like advice on?,NA,Baltic_Sea,Scientist,NA,bottom fisheries impacts,demersal fisheries,demersal fisheries,fisheries,,fisheries,1,0,0,0,1,2,,,,,7,1810
cloud,kickoff,Which social items would you like advice on?,NA,Baltic_Sea,Scientist,NA,bottom fisheries impacts,demersal fisheries,demersal fisheries,fisheries,,fisheries,1,0,0,0,1,2,,,,,8,1811
cloud,kickoff,Which items would you like to know the impact of?,NA,Baltic_Sea,Scientist,NA,bottom fishery,demersal fisheries,demersal fisheries,fisheries,,fisheries,1,0,0,0,1,2,,,,,9,1853
cloud,NWWAC,Which social items would you like advice on?,3da2568c334d8485036691fff4732431b119d7d7,Western_waters,Industry,Man,Dependence of the populafion on fishing activity,dependence on fishing,dependence on fishing,coastal communities,NA,social,1,0,0,0,1,2,,,social status of fishers and fisheries,0,10,531
cloud,NSAC,Which ecological items would you like advice on?,3c02f13bbe12d5c53baa5e29ba077425163b1a09,North_Sea,,,MSFD implementation,MSFD,directives&legal agreements,management,,social,1,0,0,0,1,2,,,,,11,312
cloud,PELAC,Which items would you like to know the impact of?,95e7c067dd21e6402caf98eeddc75b524bbdb929,North_Sea/Western_waters,scientist,Man,Marine Strategy Framework,MSFD,directives&legal agreements,management,,social,1,0,0,0,1,2,,,,,12,413
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,EU policy,EU policies,directives&legal agreements,management,NA,social,1,0,0,0,1,2,,,"governance, politics and policy issues",0,13,1225
cloud,kickoff,Which items would you like to know the impact of?,NA,Western_waters,Scientist,NA,government polocy,government policy,directives&legal agreements,management,NA,social,1,0,0,0,1,2,,,"governance, politics and policy issues",0,14,1265
individual,kickoff,NA,BSsci03,Baltic_Sea,Scientist,Woman,"EU policy: MSFD, Natura 2000, CFP",EU policies,directives&legal agreements,management,,social,1,0,0,0,1,2,,,,,15,1651
