SW.ID;SearchID;Authors;Title;Year;Source.title;Volume;Issue;Page.start;Page.end;DOI;Link;Abstract;Language;Document.Type;Open.Access;Database;Exclusion.Criteria;Region;Scale...Spatial..m.;Scale...Temporal;Resolution...Spatial..m.;Resolution...Temporal;Sampling.Method.used.for.data.collection;Description.Other.Sampling.Method;Analytical.method.used.for.inference;Quality...Spatial..relative.1.3.;Quality...Temporal;Quality...Methods;Concluding.statement.or.quotable.quote;Comments;WP4.task;Study.type;Ecosystem.component_level1;Ecosystem.component_level2;Ecosystem.component_level3;Ecosystem.component_benthos_sediment;Species.taxonomic.group.s.;Pressure.type;Pressure_level;Pressure_variable;Pressure_other;Fishery.type;Gear_level1;Gear_level2;Target.species_metier;Response.variable_paper;Response.variable_category;Direction.of.relationship;Magnitude.of.relationship;Reader
SW4_0589;E4;Hiddink J.G., Moranta J., Balestrini S., Sciberras M., Cendrier M., Bowyer R., Kaiser M.J., Sköld M., Jonsson P., Bastardie F., Hinz H.;Bottom trawling affects fish condition through changes in the ratio of prey availability to density of competitors;2016;Journal of Applied Ecology;53;5;1500;1510;10.1111/1365-2664.12697;;Bottom-trawl fisheries are widespread and cause mortality of benthic invertebrates, which in turn may lead to a decrease in the availability of prey for target fish species. Exploitation also reduces the abundance of the fish species themselves. Modelling studies have shown that bottom trawling could lead to both increases and decreases in fish production, but so far empirical evidence to test these ideas has been very limited. We hypothesize that the effect of bottom trawling on the food intake and condition of fish depends on how the ratio of prey to consumers changes with increasing fishing pressure. We assessed the impact of bottom trawling on the food availability, condition and stomach contents of three flatfishes and the Norway lobster in an area in the Kattegat that is characterized by a steep commercial bottom-trawling gradient due to the establishment of an area closed to all fisheries, but otherwise has homogeneous environmental conditions. For plaice, prey biomass initially decreased at a slower rate with trawling than the biomass of fish, and as a result, the amount of food available per plaice increased before decreasing at trawling frequencies &gt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0589;E4;Hiddink J.G., Moranta J., Balestrini S., Sciberras M., Cendrier M., Bowyer R., Kaiser M.J., Sköld M., Jonsson P., Bastardie F., Hinz H.;Bottom trawling affects fish condition through changes in the ratio of prey availability to density of competitors;2016;Journal of Applied Ecology;53;5;1500;1510;10.1111/1365-2664.12697;;Bottom-trawl fisheries are widespread and cause mortality of benthic invertebrates, which in turn may lead to a decrease in the availability of prey for target fish species. Exploitation also reduces the abundance of the fish species themselves. Modelling studies have shown that bottom trawling could lead to both increases and decreases in fish production, but so far empirical evidence to test these ideas has been very limited. We hypothesize that the effect of bottom trawling on the food intake and condition of fish depends on how the ratio of prey to consumers changes with increasing fishing pressure. We assessed the impact of bottom trawling on the food availability, condition and stomach contents of three flatfishes and the Norway lobster in an area in the Kattegat that is characterized by a steep commercial bottom-trawling gradient due to the establishment of an area closed to all fisheries, but otherwise has homogeneous environmental conditions. For plaice, prey biomass initially decreased at a slower rate with trawling than the biomass of fish, and as a result, the amount of food available per plaice increased before decreasing at trawling frequencies &gt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0589;E4;Hiddink J.G., Moranta J., Balestrini S., Sciberras M., Cendrier M., Bowyer R., Kaiser M.J., Sköld M., Jonsson P., Bastardie F., Hinz H.;Bottom trawling affects fish condition through changes in the ratio of prey availability to density of competitors;2016;Journal of Applied Ecology;53;5;1500;1510;10.1111/1365-2664.12697;;Bottom-trawl fisheries are widespread and cause mortality of benthic invertebrates, which in turn may lead to a decrease in the availability of prey for target fish species. Exploitation also reduces the abundance of the fish species themselves. Modelling studies have shown that bottom trawling could lead to both increases and decreases in fish production, but so far empirical evidence to test these ideas has been very limited. We hypothesize that the effect of bottom trawling on the food intake and condition of fish depends on how the ratio of prey to consumers changes with increasing fishing pressure. We assessed the impact of bottom trawling on the food availability, condition and stomach contents of three flatfishes and the Norway lobster in an area in the Kattegat that is characterized by a steep commercial bottom-trawling gradient due to the establishment of an area closed to all fisheries, but otherwise has homogeneous environmental conditions. For plaice, prey biomass initially decreased at a slower rate with trawling than the biomass of fish, and as a result, the amount of food available per plaice increased before decreasing at trawling frequencies &gt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0589;E4;Hiddink J.G., Moranta J., Balestrini S., Sciberras M., Cendrier M., Bowyer R., Kaiser M.J., Sköld M., Jonsson P., Bastardie F., Hinz H.;Bottom trawling affects fish condition through changes in the ratio of prey availability to density of competitors;2016;Journal of Applied Ecology;53;5;1500;1510;10.1111/1365-2664.12697;;Bottom-trawl fisheries are widespread and cause mortality of benthic invertebrates, which in turn may lead to a decrease in the availability of prey for target fish species. Exploitation also reduces the abundance of the fish species themselves. Modelling studies have shown that bottom trawling could lead to both increases and decreases in fish production, but so far empirical evidence to test these ideas has been very limited. We hypothesize that the effect of bottom trawling on the food intake and condition of fish depends on how the ratio of prey to consumers changes with increasing fishing pressure. We assessed the impact of bottom trawling on the food availability, condition and stomach contents of three flatfishes and the Norway lobster in an area in the Kattegat that is characterized by a steep commercial bottom-trawling gradient due to the establishment of an area closed to all fisheries, but otherwise has homogeneous environmental conditions. For plaice, prey biomass initially decreased at a slower rate with trawling than the biomass of fish, and as a result, the amount of food available per plaice increased before decreasing at trawling frequencies &gt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0614;E4;De Haan D., Fosseidengen J.E., Fjelldal P.G., Burggraaf D., Rijnsdorp A.D.;Pulse trawl fishing: Characteristics of the electrical stimulation and the effect on behaviour and injuries of Atlantic cod (Gadus morhua);2016;ICES Journal of Marine Science;73;6;1557;1569;10.1093/icesjms/fsw018;;In the North Sea flatfish fishery, electric pulse trawls have been introduced to replace the conventional mechanical method. Pulse trawls reduce the fuel consumption, reduce adverse impact on the ecosystem but cause injuries in gadoids. We describe the design and electrical properties of pulse trawls currently in use and study the behavioural response and injuries in cod exposed to electrical pulses under controlled conditions. Pulse trawls operate at an average power of 0.7 kW m-1 beam length and a duty cycle of ~2%. The electric field is heterogeneous with highest field strength occurring close to the conductors. Cod were exposed to three different pulse types for a range of field strengths, frequencies, and duty cycles. Two size classes were tested representing cod that escape through the meshes (11-17 cm) and market-sized cod that are retained in the net (34-56 cm). Cod exposed to a field strength of =37 V m-1 responded by moderate-to-strong muscular contractions. Some of the large cod (n = 260) developed haemorrhages and fractures in the spine, and haemal and neural arches in the tail part of the body. The probability of injuries increased with field strength and decreased when frequency was increased from 100 to 180 Hz. None of the small cod (n = 132) were injured and all survived. The field strength at the lateral boundaries of the trawl was too low to inflict injuries in cod. © 2016 International Council for the Exploration of the Sea 2016. All rights reserved.;English;Article;All Open Access, Bronze;Scopus;NA;CS - North Sea;>100,000;two week;0-5;snapshot/no repeat sampling;Behavioural Observations;NA;GLM _ AIC;2;2;3;""" Some of the large cod (n ¼ 260) developed haemorrhages and fractures in the spine, and haemal and neural arches in the tail part of the body. The probability of injuries increased with field strength and decreased when frequency was increased from 100 to 180 Hz. None of the small cod (n ¼ 132) were injured and all";;;;;;;;;;;;;;;;;;;;;
"survived.""""""";NA;None;Lab experiment;Fish_teleost;Demersal;NA;NA;Gadus morhua;Electromagnetic input;NA;field frequency;NA;Commercial;Demersal_trawls;NA;Electric pulse trawls targeting flatfish;Probability of having haemorrhages and fractures;Mortality;Negative;NA;Potier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0614;E4;De Haan D., Fosseidengen J.E., Fjelldal P.G., Burggraaf D., Rijnsdorp A.D.;Pulse trawl fishing: Characteristics of the electrical stimulation and the effect on behaviour and injuries of Atlantic cod (Gadus morhua);2016;ICES Journal of Marine Science;73;6;1557;1569;10.1093/icesjms/fsw018;;In the North Sea flatfish fishery, electric pulse trawls have been introduced to replace the conventional mechanical method. Pulse trawls reduce the fuel consumption, reduce adverse impact on the ecosystem but cause injuries in gadoids. We describe the design and electrical properties of pulse trawls currently in use and study the behavioural response and injuries in cod exposed to electrical pulses under controlled conditions. Pulse trawls operate at an average power of 0.7 kW m-1 beam length and a duty cycle of ~2%. The electric field is heterogeneous with highest field strength occurring close to the conductors. Cod were exposed to three different pulse types for a range of field strengths, frequencies, and duty cycles. Two size classes were tested representing cod that escape through the meshes (11-17 cm) and market-sized cod that are retained in the net (34-56 cm). Cod exposed to a field strength of =37 V m-1 responded by moderate-to-strong muscular contractions. Some of the large cod (n = 260) developed haemorrhages and fractures in the spine, and haemal and neural arches in the tail part of the body. The probability of injuries increased with field strength and decreased when frequency was increased from 100 to 180 Hz. None of the small cod (n = 132) were injured and all survived. The field strength at the lateral boundaries of the trawl was too low to inflict injuries in cod. © 2016 International Council for the Exploration of the Sea 2016. All rights reserved.;English;Article;All Open Access, Bronze;Scopus;NA;CS - North Sea;>100,000;two week;0-5;snapshot/no repeat sampling;Behavioural Observations;NA;GLM _ AIC;2;2;3;""" Some of the large cod (n ¼ 260) developed haemorrhages and fractures in the spine, and haemal and neural arches in the tail part of the body. The probability of injuries increased with field strength and decreased when frequency was increased from 100 to 180 Hz. None of the small cod (n ¼ 132) were injured and all";;;;;;;;;;;;;;;;;;;;;
"survived.""""""";NA;None;Lab experiment;Fish_teleost;Demersal;NA;NA;Gadus morhua;Electromagnetic input;NA;field strength;NA;Commercial;Demersal_trawls;NA;Electric pulse trawls targeting flatfish;Probability of having haemorrhages and fractures;Mortality;Positive;NA;Potier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0614;E4;De Haan D., Fosseidengen J.E., Fjelldal P.G., Burggraaf D., Rijnsdorp A.D.;Pulse trawl fishing: Characteristics of the electrical stimulation and the effect on behaviour and injuries of Atlantic cod (Gadus morhua);2016;ICES Journal of Marine Science;73;6;1557;1569;10.1093/icesjms/fsw018;;In the North Sea flatfish fishery, electric pulse trawls have been introduced to replace the conventional mechanical method. Pulse trawls reduce the fuel consumption, reduce adverse impact on the ecosystem but cause injuries in gadoids. We describe the design and electrical properties of pulse trawls currently in use and study the behavioural response and injuries in cod exposed to electrical pulses under controlled conditions. Pulse trawls operate at an average power of 0.7 kW m-1 beam length and a duty cycle of ~2%. The electric field is heterogeneous with highest field strength occurring close to the conductors. Cod were exposed to three different pulse types for a range of field strengths, frequencies, and duty cycles. Two size classes were tested representing cod that escape through the meshes (11-17 cm) and market-sized cod that are retained in the net (34-56 cm). Cod exposed to a field strength of =37 V m-1 responded by moderate-to-strong muscular contractions. Some of the large cod (n = 260) developed haemorrhages and fractures in the spine, and haemal and neural arches in the tail part of the body. The probability of injuries increased with field strength and decreased when frequency was increased from 100 to 180 Hz. None of the small cod (n = 132) were injured and all survived. The field strength at the lateral boundaries of the trawl was too low to inflict injuries in cod. © 2016 International Council for the Exploration of the Sea 2016. All rights reserved.;English;Article;All Open Access, Bronze;Scopus;NA;CS - North Sea;>100,000;two week;0-5;snapshot/no repeat sampling;Behavioural Observations;NA;GLM _ AIC;2;2;3;""" Some of the large cod (n ¼ 260) developed haemorrhages and fractures in the spine, and haemal and neural arches in the tail part of the body. The probability of injuries increased with field strength and decreased when frequency was increased from 100 to 180 Hz. None of the small cod (n ¼ 132) were injured and all";;;;;;;;;;;;;;;;;;;;;
"survived.""""""";NA;None;Lab experiment;Fish_teleost;Demersal;NA;NA;Gadus morhua;Electromagnetic input;NA;duty cycle;NA;Commercial;Demersal_trawls;NA;Electric pulse trawls targeting flatfish;Probability of having haemorrhages and fractures;Mortality;Multiple;NA;Potier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0617;E4;Saidi B., Enajjar S., Bradai M.N.;Elasmobranch captures in shrimps trammel net fishery off the Gulf of Gabès (Southern Tunisia, Mediterranean Sea);2016;Journal of Applied Ichthyology;32;3;421;426;10.1111/jai.13061;;Small-scale fisheries are generally promoted as a sustainable alternative to large-scale industrial fisheries. However, there is recent growing evidence that small-scale fisheries may be the largest threat to marine species of conservation concern. The objective of this study was to evaluate the potential impact of the trammel net fishery on elasmobranchs in the Gulf of Gabès, Southern Tunisia. Data are based on 191 shrimp trammel net set (40 mm stretched mesh size) surveys conducted aboard commercial fishing vessels from May to July 2009. Five species of the small coastal elasmobranchs (Mustelus mustelus (Linnaeus, 1758), Mustelus punctulatus Risso 1827, Dasyatis pastinaca (Linnaeus, 1758), Dasyatis marmorata (Steindachner, 1892) and Torpedo torpedo (Linnaeus, 1758)) and two species from the large coastal shark (Carcharhinus plumbeus (Nardo, 1827) and Carcharhinus brevipinna (Müller & Henle, 1839)) were recognized as by-catch in this fishery. Elasmobranch by-catch was dominated by sharks (90.3%), smoothhound sharks Mustelus sp. being by far the most important (88.9%) and reflecting their abundance in the area;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0631;E4;Vasilakopoulos P., Maravelias C.D.;Application of data-limited assessment methods on black anglerfish (Lophius budegassa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0636;E4;Gorelli G., Blanco M., Sardà F., Carretón M., Company J.B.;Spatio-temporal variability of discards in the fishery of the deep-sea red shrimp aristeus antennatus in the northwestern mediterranean sea: Implications for management [Variabilidad espacio-temporal de los descartes en la pesquería de la gamba roja de profundidad Aristeus antennatus en el mar Mediterráneo Noroccidental: Implicaciones para la gestión];2016;Scientia Marina;80;1;79;88;10.3989/scimar.04237.24A;;In this work we analysed the spatio-temporal variability of discards in the fishery of the deep-sea red shrimp Aristeus antennatus in the northwestern Mediterranean Sea. We sampled fishery discards in the fishing grounds of Palamós (the main harbour for this fishery on the Catalan margin), which are located in several areas of a submarine canyon. We found that the discard ratio in this fishery showed a marked seasonal variability, with a maximum in spring and a minimum in summer. Most of the discarded biomass (almost 96%) were of species with no commercial interest. Within these, the most represented group was elasmobranchs, making up to more than 50% of total discarded biomass. Our findings show that the landing obligation established by the EU will have a low impact in mitigating discards in this fishery, as the vast majority of discards are non-commercial species that are not specified in the regulation. Alternative management strategies, such as a temporary fishery closure in spring (when the discard ratio reaches its maximum), should be considered in order to preserve the vulnerable ecosystem hosted by the submarine canyon. © 2016 CSIC.;English;Article;All Open Access, Gold, Green;Scopus;EXCLUDE on evidence;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;The study only assess the link between season, fishing ground and discard ratio.;4.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Potier
SW4_0668;E4;Eigaard O.R., Bastardie F., Breen M., Dinesen G.E., Hintzen N.T., Laffargue P., Mortensen L.O., Nielsen J.R., Nilsson H.C., O'Neill F.G., Polet H., Reid D.G., Sala A., Sköld M., Smith C., Sørensen T.K., Tully O., Zengin M., Rijnsdorp A.D.;Estimating seabed pressure from demersal trawls, seines, and dredges based on gear design and dimensions;2016;ICES Journal of Marine Science;73;;i27;i43;10.1093/icesjms/fsv099;;"This study assesses the seabed pressure of towed fishing gears and models the physical impact (area and depth of seabed penetration) from trip-based information of vessel size, gear type, and catch. Traditionally fishing pressures are calculated top-down by making use of large-scale statistics such as logbook data. Here, we take a different approach starting from the gear itself (design and dimensions) to estimate the physical interactions with the seabed at the level of the individual fishing operation. We defined 14 distinct towed gear groups in European waters (eight otter trawl groups, three beam trawl groups, two demersal seine groups, and one dredge group), for which we established gear ""footprints"". The footprint of a gear is defined as the relative contribution from individual larger gear components, such as trawl doors, sweeps, and groundgear, to the total area and severity of the gear's impact. An industry-based survey covering 13 countries provided the basis for estimating the relative impact-area contributions from individual gear components, whereas sediment penetration was estimated based on a literature review. For each gear group, a vessel size-gear size relationship was estimated to enable the prediction of gear footprint area and sediment penetration from vessel size. Application of these relationships with average vessel sizes and towing speeds provided hourly swept-area estimates by mCrossed D sign tier. Scottish seining has the largest overall gear footprint of ~1.6 km2 h-1 of which 0.08 km2 has an impact at the subsurface level (sediment penetration = 2 cm). Beam trawling for flatfish ranks low when comparing overall footprint size/hour but ranks substantially higher when comparing only impact at the subsurface level (0.19 km2h-1). These results have substantial implications for the definition, estimation, and monitoring of fishing pressure indicators, which are discussed in the context of an ecosystem approach to fisheries management. © 2015 International Council for the Exploration of the Sea 2015. All rights reserved.";English;Article;All Open Access, Bronze, Green;Scopus;EXCLUDE on evidence;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"I feel that the study gives a method to calculate a gear ""footprint"" on the seabed. But the footprint is not demonstrated but estimated on some considerations according to the gear geometry and properties. ";4.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Potier
SW4_0676;E4;Neat F.C., Burns F., Jones E., Blasdale T.;The diversity, distribution and status of deep-water elasmobranchs in the Rockall Trough, north-east Atlantic Ocean;2015;Journal of Fish Biology;87;6;1469;1488;10.1111/jfb.12822;;Data from a scientific deep-water trawl fisheries survey in the north-east Atlantic were analysed to determine the spatial and bathymetric distribution of elasmobranch species and assess the change in relative abundance over the period 1998-2013. During this period, commercial fisheries for deep-water sharks went from being entirely unregulated, to being briefly managed, to being completely prohibited. A total of 22 species of shark and 10 species of skate were recorded between depths of 300 and 2030 m. All showed strong species-specific depth-related trends in abundance. Out of the 11 more common species, five showed no change in relative abundance over time, two (Centrophorus squamosus and Centroselachus crepidater) declined significantly and four increased in relative abundance (Apristurus aphyodes, Apristurus microps, Galeus melastomus and Deania calcea). Assuming these populations were depleted by fisheries in the past, the current data do not suggest there has been an overall recovery. Positive signs for some species in the most recent years suggest movement or recruitment back into the area;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0679;E4;Brcic J., Herrmann B., De Carlo F., Sala A.;Selective characteristics of a shark-excluding grid device in a Mediterranean trawl;2015;Fisheries Research;172;;352;360;10.1016/j.fishres.2015.07.035;;"Galeus melastomus (blackmouth catshark) is often caught as bycatch in demersal trawls in the Mediterranean. In order to reduce bycatches of shark we tested an excluder grid with 90. mm bar spacing during experimental fishing in the Tyrrhenian Sea (Western Mediterranean). Data collected made it possible to simultaneously evaluate catch losses of two commercial species: Nephrops norvegicus (Norway lobster) and Phycis blennoides (greater forkbeard). The escape outlet ahead of the grid and the codend were both mounted with a cover in order to collect escaped fish ahead of the grid and through the codend meshes. We used a structural model to estimate the contribution of the individual selective processes consisting of the excluder grid and the size selective codend. The 90. mm excluder grid did not prove to be efficient in excluding G. melastomus, while it excuded more of P. blennoides. Catches of N. norvegicus were also affected by the presence of the grid, but not as much as the catches of other two species. The results obtained for the experimental grid. +. codend setup were then compared with the estimated selectivity for the ""codend alone"" setup. Furthermore, by way of explorative simulation with other grid bar spacing, we concluded that reducing the grid bar spacing to 70. mm would provide better compromise between the reduction of G. melastomus as bycatch and the catch rate of P. blennoides and N. norvegicus. © 2015 Elsevier B.V.";English;Article;;Scopus;NA;Mediterranean - non CS;>100,000;day;NA;subday;Irregular Fisheries Independent Survey;NA;structural model _ double bootstrap method to estimate 95% Efron percentile confidence intervals;2;2;3;"""The 90 mm excluder grid did not prove to be efficient in excluding G. melastomus, while it excuded more of P. blennoides. Catches of N. norvegicus were also";;;;;;;;;;;;;;;;;;;;;
affected by the presence of the grid; but not as much as the catches of other two species. The results obtained for the experimental grid + codend setup were then compared with the estimated selectivity for the “codend alone” setup. Furthermore; by way of explorative simulation with other grid bar spacing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"we concluded that reducing the grid bar spacing to 70 mm would provide better compromise between the reduction of G. melastomus as bycatch and the catch rate of P. blennoides and N. norvegicus.""""""";NA;4.2;Modelling/simulation;Fish_cartilaginous;Sharks;NA;NA;Galeus melastomus ;Catch_and_bycatch;Bycatch;Introduction of an excluder grid _ change in bar spacing ;NA;Commercial;Demersal_trawls;Otter trawl;NA;Change in elasmobranch  catches;Mortality;Multiple;"""A comparison between the grid + codend and “codend alone” setups only gives us additional information to support our previous speculation, where the difference between having the grid and not heaving it is much more pronounced in case of P. blennoides then G. melastomus.""";Potier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0679;E4;Brcic J., Herrmann B., De Carlo F., Sala A.;Selective characteristics of a shark-excluding grid device in a Mediterranean trawl;2015;Fisheries Research;172;;352;360;10.1016/j.fishres.2015.07.035;;"Galeus melastomus (blackmouth catshark) is often caught as bycatch in demersal trawls in the Mediterranean. In order to reduce bycatches of shark we tested an excluder grid with 90. mm bar spacing during experimental fishing in the Tyrrhenian Sea (Western Mediterranean). Data collected made it possible to simultaneously evaluate catch losses of two commercial species: Nephrops norvegicus (Norway lobster) and Phycis blennoides (greater forkbeard). The escape outlet ahead of the grid and the codend were both mounted with a cover in order to collect escaped fish ahead of the grid and through the codend meshes. We used a structural model to estimate the contribution of the individual selective processes consisting of the excluder grid and the size selective codend. The 90. mm excluder grid did not prove to be efficient in excluding G. melastomus, while it excuded more of P. blennoides. Catches of N. norvegicus were also affected by the presence of the grid, but not as much as the catches of other two species. The results obtained for the experimental grid. +. codend setup were then compared with the estimated selectivity for the ""codend alone"" setup. Furthermore, by way of explorative simulation with other grid bar spacing, we concluded that reducing the grid bar spacing to 70. mm would provide better compromise between the reduction of G. melastomus as bycatch and the catch rate of P. blennoides and N. norvegicus. © 2015 Elsevier B.V.";English;Article;;Scopus;NA;Mediterranean - non CS;>100,000;day;NA;subday;Irregular Fisheries Independent Survey;NA;structural model _ double bootstrap method to estimate 95% Efron percentile confidence intervals;2;2;3;"""The 90 mm excluder grid did not prove to be efficient in excluding G. melastomus, while it excuded more of P. blennoides. Catches of N. norvegicus were also";;;;;;;;;;;;;;;;;;;;;
affected by the presence of the grid; but not as much as the catches of other two species. The results obtained for the experimental grid + codend setup were then compared with the estimated selectivity for the “codend alone” setup. Furthermore; by way of explorative simulation with other grid bar spacing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"we concluded that reducing the grid bar spacing to 70 mm would provide better compromise between the reduction of G. melastomus as bycatch and the catch rate of P. blennoides and N. norvegicus.""""""";NA;4.2;Modelling/simulation;Fish_teleost;NA;NA;NA;Phycis blennoides;Catch_and_bycatch;Target;Introduction of an excluder grid _ change in bar spacing ;NA;Commercial;Demersal_trawls;Otter trawl;NA;Change in target species  catches;Mortality;Multiple;"""A comparison between the grid + codend and “codend alone” setups only gives us additional information to support our previous speculation, where the difference between having the grid and not heaving it is much more pronounced in case of P. blennoides then G. melastomus.""";Potier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0679;E4;Brcic J., Herrmann B., De Carlo F., Sala A.;Selective characteristics of a shark-excluding grid device in a Mediterranean trawl;2015;Fisheries Research;172;;352;360;10.1016/j.fishres.2015.07.035;;"Galeus melastomus (blackmouth catshark) is often caught as bycatch in demersal trawls in the Mediterranean. In order to reduce bycatches of shark we tested an excluder grid with 90. mm bar spacing during experimental fishing in the Tyrrhenian Sea (Western Mediterranean). Data collected made it possible to simultaneously evaluate catch losses of two commercial species: Nephrops norvegicus (Norway lobster) and Phycis blennoides (greater forkbeard). The escape outlet ahead of the grid and the codend were both mounted with a cover in order to collect escaped fish ahead of the grid and through the codend meshes. We used a structural model to estimate the contribution of the individual selective processes consisting of the excluder grid and the size selective codend. The 90. mm excluder grid did not prove to be efficient in excluding G. melastomus, while it excuded more of P. blennoides. Catches of N. norvegicus were also affected by the presence of the grid, but not as much as the catches of other two species. The results obtained for the experimental grid. +. codend setup were then compared with the estimated selectivity for the ""codend alone"" setup. Furthermore, by way of explorative simulation with other grid bar spacing, we concluded that reducing the grid bar spacing to 70. mm would provide better compromise between the reduction of G. melastomus as bycatch and the catch rate of P. blennoides and N. norvegicus. © 2015 Elsevier B.V.";English;Article;;Scopus;NA;Mediterranean - non CS;>100,000;day;NA;subday;Irregular Fisheries Independent Survey;NA;structural model _ double bootstrap method to estimate 95% Efron percentile confidence intervals;2;2;3;"""The 90 mm excluder grid did not prove to be efficient in excluding G. melastomus, while it excuded more of P. blennoides. Catches of N. norvegicus were also";;;;;;;;;;;;;;;;;;;;;
affected by the presence of the grid; but not as much as the catches of other two species. The results obtained for the experimental grid + codend setup were then compared with the estimated selectivity for the “codend alone” setup. Furthermore; by way of explorative simulation with other grid bar spacing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"we concluded that reducing the grid bar spacing to 70 mm would provide better compromise between the reduction of G. melastomus as bycatch and the catch rate of P. blennoides and N. norvegicus.""""""";NA;4.2;Modelling/simulation;Benthos;Benthic_epifauna;Other;Unknown;Nephrops norvegicus;Catch_and_bycatch;Target;Introduction of an excluder grid _ change in bar spacing ;NA;Commercial;Demersal_trawls;Otter trawl;NA;Change in target species  catches;Mortality;Multiple;"""A comparison between the grid + codend and “codend alone” setups only gives us additional information to support our previous speculation, where the difference between having the grid and not heaving it is much more pronounced in case of P. blennoides then G. melastomus.""";Potier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW4_0687;E4;Osio G.C., Orio A., Millar C.P.;Assessing the vulnerability of Mediterranean demersal stocks and predicting exploitation status of un-assessed stocks;2015;Fisheries Research;171;;110;121;10.1016/j.fishres.2015.02.005;;"According to the Common Fisheries Policy, all commercial fish stocks in the Mediterranean and Black Sea should be managed at MSY by 2015-2020. However, currently 95% of assessed stocks are overexploited and 73% of demersal species are not assessed. To explore the risk of overexploitation to un-assessed stocks, vulnerability scores were constructed using Productivity Susceptibility Analysis (PSA) for 151 Mediterranean demersal fish species. Out of 151 species, 58 displayed low vulnerability, 20 medium vulnerability, 25 high vulnerability and 48 were considered of major concern. More than half of stocks showed a risk of being overfished (termed ""vulnerability""), greater than that of the stocks currently assessed in the Mediterranean Sea. Most of the cartilagineous fish fell into the high and major concern areas. The quality of data used for the PSA was scored and these scores could be used to improve future collection of data. Vulnerability scores are well correlated with IUCN red list classification. To rank the priority of commercial stocks still to be assessed, vulnerability scores were scaled with landings and mean price per stock. Eight of the top fifteen ranking stocks are currently not assessed. When the vulnerability of cartilaginous fish was tested against rate of decline estimated from trawl survey time-series, no strong correlation was found. The exploitation ratio (F/Fmsy) of assessed stocks was regressed, using generalized mixed models, against PSA scores and area and a significant relationship was found. Using this result, assessed stocks were used as a training set to predict the exploitation of un-assessed stocks. F/Fmsy was predicted for 151 species in 14 management areas (GSAs). The results over all areas is that 39 species-area combinations are exploited sustainably, all occurring in area 20 (Greece), while the remaining 2075 are exploited unsustainably with respect to Fmsy (F/Fmsy>1). This prediction model, albeit after further refinement with more data and testing, could be used to predict exploitation ratio when no information on stock status is available. We predict that ˜98% of the unassessed demersal fish species are potentially overexploited in the evaluated areas. This makes it clear that strong management action will be required to achieve the targets of the Common Fisheries Policy in the next 1-5 years. © 2015 Elsevier B.V.";English;Article;;Scopus;EXCLUDE on evidence;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Does not quantify the impact of fishing but calculate vulnerability rates by making some assumptions;4.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Potier
